id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,prediction_volumen_cer,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias,volumen_porcentaje_asistencia,prediction_volumen_porcentaje_asistencia
1653.0,1192.0,26.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1679.0,1192.0,824.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1705.0,1192.0,1746.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1714.0,1192.0,2027.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1715.0,1192.0,2083.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
1669.0,1192.0,564.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1671.0,1192.0,633.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1694.0,1192.0,1312.0,24.0,24.0,144.0,144.0,6000.0,6000.0,0.0,0.9268313621990468
1660.0,1192.0,358.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1663.0,1192.0,433.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1678.0,1192.0,815.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
1680.0,1192.0,926.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1685.0,1192.0,1031.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
1687.0,1192.0,1126.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
1689.0,1192.0,1195.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
1695.0,1192.0,1320.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
1654.0,1192.0,86.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1657.0,1192.0,229.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1683.0,1192.0,968.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1682.0,1192.0,963.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
1675.0,1192.0,728.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1712.0,1192.0,1922.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1655.0,1192.0,156.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
1666.0,1192.0,527.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1672.0,1192.0,653.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1692.0,1192.0,1233.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1713.0,1192.0,1938.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1684.0,1192.0,983.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1656.0,1192.0,199.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
1688.0,1192.0,1194.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1696.0,1192.0,1360.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1698.0,1192.0,1429.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1702.0,1192.0,1631.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1703.0,1192.0,1659.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1704.0,1192.0,1675.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1707.0,1192.0,1786.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
1706.0,1192.0,1768.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1709.0,1192.0,1852.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1681.0,1192.0,937.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1708.0,1192.0,1845.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1665.0,1192.0,507.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1686.0,1192.0,1053.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1674.0,1192.0,725.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
1667.0,1192.0,533.0,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
1652.0,1192.0,13.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1658.0,1192.0,237.0,20.0,20.0,120.0,120.0,5000.0,5000.0,0.0,0.9268313621990468
1659.0,1192.0,323.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
1661.0,1192.0,377.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
1662.0,1192.0,405.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1664.0,1192.0,457.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1668.0,1192.0,549.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1670.0,1192.0,599.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1673.0,1192.0,694.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1676.0,1192.0,745.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1677.0,1192.0,813.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1690.0,1192.0,1201.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
1691.0,1192.0,1217.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1693.0,1192.0,1298.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1697.0,1192.0,1428.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1699.0,1192.0,1444.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1700.0,1192.0,1611.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1701.0,1192.0,1624.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1710.0,1192.0,1853.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1711.0,1192.0,1907.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3308.0,1494.0,26.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3365.0,1494.0,935.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3400.0,1494.0,1454.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3411.0,1494.0,1622.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3445.0,1494.0,2037.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3427.0,1494.0,1793.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3316.0,1494.0,160.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3373.0,1494.0,1057.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3380.0,1494.0,1140.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3381.0,1494.0,1141.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3392.0,1494.0,1306.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3401.0,1494.0,1484.0,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
3407.0,1494.0,1576.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3408.0,1494.0,1580.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.3357234779300443
3417.0,1494.0,1673.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3423.0,1494.0,1746.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3424.0,1494.0,1758.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3428.0,1494.0,1812.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3443.0,1494.0,1995.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3333.0,1494.0,392.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3310.0,1494.0,37.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3348.0,1494.0,649.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3378.0,1494.0,1127.0,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
3385.0,1494.0,1210.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3353.0,1494.0,706.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3322.0,1494.0,287.0,31.0,31.0,186.0,186.0,7750.0,7750.0,0.0,0.9268313621990468
3328.0,1494.0,358.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3371.0,1494.0,1024.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3377.0,1494.0,1108.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3391.0,1494.0,1304.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3395.0,1494.0,1331.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3397.0,1494.0,1349.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3435.0,1494.0,1900.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3444.0,1494.0,2030.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
3432.0,1494.0,1869.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
3358.0,1494.0,756.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3393.0,1494.0,1319.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3442.0,1494.0,1994.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3412.0,1494.0,1647.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3431.0,1494.0,1861.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3319.0,1494.0,205.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3313.0,1494.0,83.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
3384.0,1494.0,1208.0,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
3414.0,1494.0,1659.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3422.0,1494.0,1745.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3410.0,1494.0,1614.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3446.0,1494.0,2132.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3434.0,1494.0,1895.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3418.0,1494.0,1695.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3334.0,1494.0,424.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3370.0,1494.0,1015.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3398.0,1494.0,1407.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3366.0,1494.0,944.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3369.0,1494.0,1009.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3409.0,1494.0,1601.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3386.0,1494.0,1234.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3403.0,1494.0,1519.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3436.0,1494.0,1907.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3317.0,1494.0,174.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3324.0,1494.0,318.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3327.0,1494.0,352.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3357.0,1494.0,736.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3338.0,1494.0,468.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3402.0,1494.0,1498.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3321.0,1494.0,267.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3367.0,1494.0,987.0,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
3368.0,1494.0,1005.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3441.0,1494.0,1992.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3337.0,1494.0,455.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3375.0,1494.0,1085.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3419.0,1494.0,1715.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3332.0,1494.0,386.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3339.0,1494.0,487.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3352.0,1494.0,702.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3356.0,1494.0,727.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3372.0,1494.0,1025.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3379.0,1494.0,1134.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3399.0,1494.0,1432.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3405.0,1494.0,1564.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3421.0,1494.0,1737.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3346.0,1494.0,630.0,12.0,12.0,72.0,72.0,3000.0,3000.0,0.0,0.3357234779300443
3350.0,1494.0,673.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3383.0,1494.0,1190.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3341.0,1494.0,510.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3362.0,1494.0,867.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3374.0,1494.0,1076.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3429.0,1494.0,1842.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3420.0,1494.0,1723.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3359.0,1494.0,763.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3416.0,1494.0,1672.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3306.0,1494.0,10.0,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
3307.0,1494.0,17.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3309.0,1494.0,30.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3311.0,1494.0,51.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3312.0,1494.0,65.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3314.0,1494.0,90.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3315.0,1494.0,134.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3318.0,1494.0,188.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3320.0,1494.0,221.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
3323.0,1494.0,302.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3325.0,1494.0,335.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3326.0,1494.0,342.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3329.0,1494.0,364.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3330.0,1494.0,366.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.3357234779300443
3331.0,1494.0,380.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3335.0,1494.0,442.0,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
3336.0,1494.0,447.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3340.0,1494.0,494.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3342.0,1494.0,580.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
3343.0,1494.0,581.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3344.0,1494.0,603.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
3345.0,1494.0,624.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3347.0,1494.0,644.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3349.0,1494.0,651.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3351.0,1494.0,685.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3354.0,1494.0,720.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
3355.0,1494.0,721.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
3360.0,1494.0,788.0,15.0,15.0,90.0,90.0,3750.0,3750.0,0.0,0.3357234779300443
3361.0,1494.0,789.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3363.0,1494.0,868.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3364.0,1494.0,928.0,11.0,10.272727272727272,66.0,66.0,2750.0,2605.787157287157,0.0,0.3357234779300443
3376.0,1494.0,1087.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3382.0,1494.0,1173.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3387.0,1494.0,1254.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3388.0,1494.0,1274.0,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
3389.0,1494.0,1281.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
3390.0,1494.0,1294.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3394.0,1494.0,1327.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3396.0,1494.0,1344.0,22.0,22.0,132.0,132.0,5500.0,5550.0,0.0,0.9268313621990468
3404.0,1494.0,1557.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3406.0,1494.0,1570.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
3413.0,1494.0,1656.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3415.0,1494.0,1667.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3425.0,1494.0,1759.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3426.0,1494.0,1771.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3430.0,1494.0,1843.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3433.0,1494.0,1876.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3437.0,1494.0,1913.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3438.0,1494.0,1914.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3439.0,1494.0,1949.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
3440.0,1494.0,1991.0,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
3949.0,1728.0,26.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
3981.0,1728.0,348.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3995.0,1728.0,479.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3973.0,1728.0,308.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3988.0,1728.0,406.0,29.0,29.0,174.0,174.0,7250.0,7250.0,0.0,0.9268313621990468
4007.0,1728.0,612.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4054.0,1728.0,1109.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4122.0,1728.0,1793.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3956.0,1728.0,72.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3958.0,1728.0,104.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3974.0,1728.0,312.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3978.0,1728.0,330.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3991.0,1728.0,435.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
3998.0,1728.0,519.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4006.0,1728.0,605.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
4012.0,1728.0,670.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
4024.0,1728.0,762.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4033.0,1728.0,878.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
4035.0,1728.0,905.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
4041.0,1728.0,980.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4064.0,1728.0,1203.0,33.0,33.0,198.0,198.0,8250.0,8250.0,0.0,0.9268313621990468
4075.0,1728.0,1290.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4077.0,1728.0,1306.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4101.0,1728.0,1580.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4106.0,1728.0,1626.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4113.0,1728.0,1702.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
4117.0,1728.0,1758.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
4123.0,1728.0,1797.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4127.0,1728.0,1828.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
4142.0,1728.0,1979.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
4152.0,1728.0,2083.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
4154.0,1728.0,2093.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
4156.0,1728.0,2127.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
3951.0,1728.0,37.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
3960.0,1728.0,121.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
3965.0,1728.0,193.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
