id_fact_ci_rs,id_razon_social,id_fecha,volumen_cap,prediction_volumen_cap,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias
242.0,1789.0,7.0,10.0,7.5,80.0,154.0,550.0698412698409,958.6160596708652
246.0,1795.0,7.0,24.0,24.0,400.0,400.0,3510.293333333332,3175.6670355300303
255.0,182.0,7.0,23.0,23.0,920.0,920.0,1729.5999999999997,3410.727902023762
257.0,1826.0,7.0,1.0,1.0,40.0,40.0,320.0,287.62277353805257
259.0,1829.0,7.0,4.0,4.0,160.0,160.0,300.79999999999995,580.0617978076334
267.0,1845.0,7.0,62.0,62.0,1952.0,2200.0,8520.0,8617.593193779408
268.0,1847.0,7.0,95.0,95.0,2056.0,2056.0,14645.36,11065.121744106233
274.0,1865.0,7.0,8.0,8.0,168.0,168.0,2443.5479365079364,1647.2371155868168
275.0,1867.0,7.0,2.0,2.0,16.0,21.33333333333333,336.96,300.37094248336507
276.0,1868.0,7.0,1.0,1.0,40.0,40.0,180.0,287.62277353805257
277.0,187.0,7.0,35.0,35.0,1152.0,1152.0,2332.16,4822.813347588002
279.0,1878.0,7.0,2.0,2.0,80.0,80.0,360.0,413.1265851954813
282.0,1884.0,7.0,16.0,16.0,640.0,640.0,716.8000000000001,1377.6604317526217
285.0,1887.0,7.0,39.0,39.0,1560.0,1560.0,6754.799999999999,6319.935540626466
290.0,1899.0,7.0,2.0,2.0,80.0,80.0,89.60000000000001,343.3508340815897
293.0,1900.0,7.0,12.0,12.0,216.0,216.0,1270.15365079365,1379.3510171870585
301.0,1914.0,7.0,3.0,3.0,120.0,108.0,529.2,531.0456251005526
304.0,1921.0,7.0,2.0,2.0,32.0,56.0,186.5269841269841,300.37094248336507
306.0,1927.0,7.0,40.0,40.0,640.0,640.0,4473.6,4973.7357719044085
319.0,1995.0,7.0,23.0,23.0,920.0,920.0,2585.2000000000003,3017.5706884960528
335.0,2036.0,7.0,135.0,135.0,5400.0,5400.0,37129.71428571426,39059.202254603326
336.0,2038.0,7.0,9.0,9.0,360.0,360.0,676.8,1355.178706000268
337.0,204.0,7.0,1.0,1.0,16.0,16.0,140.0,314.40094394487096
358.0,2108.0,7.0,24.0,24.0,960.0,786.6666666666666,4041.6,3658.514183769643
359.0,211.0,7.0,3.0,3.0,96.0,108.0,415.68,489.9762002925272
361.0,2113.0,7.0,60.0,60.0,2400.0,2400.0,10966.152380952375,8050.873701522767
367.0,2124.0,7.0,3.0,3.0,72.0,108.0,787.12,463.1980298857088
368.0,2125.0,7.0,345.0,345.0,13760.0,13760.0,20760.0,22241.80965360877
372.0,2129.0,7.0,5.0,5.0,192.0,192.0,340.16,647.2528394560213
375.0,2135.0,7.0,7.0,7.0,280.0,154.0,420.0,1153.7269730667467
378.0,2140.0,7.0,183.0,183.0,4392.0,3044.0,20466.72,21558.180284405767
379.0,2141.0,7.0,32.0,32.0,256.0,256.0,5391.36,4219.786498675763
380.0,2148.0,7.0,24.0,24.0,960.0,960.0,7680.0,4670.120912025392
383.0,2152.0,7.0,1.0,1.0,8.0,8.0,55.006984126984094,287.62277353805257
387.0,2166.0,7.0,12.0,12.0,288.0,288.0,1499.499682539682,1699.2695915202494
389.0,2171.0,7.0,2.0,2.0,80.0,80.0,46.4,316.5726636747713
390.0,2175.0,7.0,1146.0,1146.0,21384.0,21384.0,180279.65714285703,164961.04812297103
394.0,2187.0,7.0,1.0,1.0,40.0,40.0,70.0,40.17619062465383
403.0,2214.0,7.0,19.0,19.0,760.0,760.0,1180.0,2364.3835014800425
407.0,222.0,7.0,543.0,543.0,18240.0,18240.0,80473.84000000001,79366.94802340743
411.0,2227.0,7.0,2.0,2.0,80.0,80.0,120.0,69.12608076137258
412.0,2228.0,7.0,3.0,3.0,48.0,48.0,330.04190476190456,732.7960754136438
419.0,2241.0,7.0,34.0,34.0,1360.0,1360.0,2380.0,3341.803669540852
421.0,2243.0,7.0,14.0,14.0,112.0,112.0,770.0977777777773,1422.96071071428
424.0,2248.0,7.0,77.0,77.0,616.0,1189.3333333333333,12972.96,10900.219735870778
425.0,2250.0,7.0,3.0,3.0,48.0,48.0,82.08,207.0570124487276
436.0,249.0,7.0,17.0,17.0,680.0,680.0,9350.0,2989.793268690526
437.0,25.0,7.0,3.0,3.0,120.0,108.0,334.79999999999995,531.0456251005526
438.0,250.0,7.0,26.0,26.0,832.0,832.0,5724.16,4783.332398841798
441.0,259.0,7.0,93.0,93.0,1904.0,1189.3333333333333,15668.64,12433.17705560726
459.0,305.0,7.0,13.0,13.0,256.0,256.0,2076.48,1648.546204934537
464.0,320.0,7.0,3.0,3.0,72.0,72.0,395.0869841269841,511.8815481166239
467.0,34.0,7.0,165.0,165.0,4520.0,4520.0,21201.422222222216,20172.07437619072
471.0,358.0,7.0,247.0,247.0,2808.0,2808.0,33810.24,38896.72592975077
472.0,360.0,7.0,30.0,35.5,608.0,608.0,5743.36,4867.445117900788
473.0,361.0,7.0,12.0,12.0,272.0,272.0,1342.0800000000002,1527.704084883153
476.0,366.0,7.0,25.0,25.0,1000.0,1000.0,1120.0,3119.0245164136286
484.0,387.0,7.0,53.0,53.0,848.0,848.0,5830.740317460314,6191.380222747743
489.0,456.0,7.0,11.0,11.0,440.0,440.0,770.0,1377.249022016942
491.0,459.0,7.0,3.0,2.5,48.0,48.0,330.04190476190456,446.99630869430257
499.0,481.0,7.0,661.0,661.0,7008.0,7008.0,2312.6400000000003,5509.001296966046
500.0,485.0,7.0,108.0,108.0,1728.0,1728.0,11881.508571428563,11706.038433621346
505.0,490.0,7.0,14.0,14.0,560.0,520.0,3850.4888888888863,1920.7080979446764
523.0,581.0,7.0,27.0,27.0,1080.0,1080.0,1890.0,3771.725670586049
525.0,585.0,7.0,27.0,27.0,664.0,786.6666666666666,4548.879999999999,4010.741509209096
530.0,6.0,7.0,107.0,107.0,1712.0,1712.0,14072.64,14127.753951917111
531.0,60.0,7.0,50.0,50.0,1600.0,1600.0,3008.0,6098.714930305898
540.0,63.0,7.0,2.0,2.5,80.0,74.66666666666667,419.2000000000001,316.5726636747713
549.0,65.0,7.0,22.0,22.0,736.0,786.6666666666666,5637.76,3383.66643739742
554.0,659.0,7.0,16.0,16.0,384.0,384.0,960.0,1037.5652226309176
558.0,70.0,7.0,5.0,5.0,160.0,160.0,1100.139682539682,647.2528394560213
560.0,706.0,7.0,1.0,1.0,40.0,40.0,200.0,287.62277353805257
561.0,710.0,7.0,25.0,25.0,1000.0,1000.0,1120.0,1258.946006427228
575.0,780.0,7.0,32.0,32.0,1280.0,1280.0,5388.8,5081.302056084096
579.0,810.0,7.0,3.0,3.0,72.0,72.0,267.12,511.8815481166239
580.0,811.0,7.0,46.0,46.0,1408.0,1408.0,6472.960000000001,5935.080530593812
581.0,812.0,7.0,3.0,3.0,104.0,104.0,715.0907936507932,512.2142025927897
582.0,823.0,7.0,20.0,14.0,320.0,320.0,2560.0,2490.203139255464
586.0,877.0,7.0,8.0,14.0,320.0,352.0,2560.0,1450.8313590983744
596.0,922.0,7.0,403.0,403.0,16120.0,16120.0,16120.0,24640.96456441161
598.0,926.0,7.0,16.0,16.0,256.0,256.0,640.0,986.5501459936496
601.0,934.0,7.0,107.0,107.0,4040.0,4040.0,12509.999999999998,16266.221588979184
603.0,941.0,7.0,3.0,3.0,120.0,108.0,540.0,531.0456251005526
619.0,98.0,7.0,1.0,1.0,40.0,40.0,275.03492063492047,437.2197690705652
624.0,989.0,7.0,9.0,9.5,336.0,352.0,427.68000000000006,1450.8313590983744
626.0,995.0,7.0,376.0,376.0,10472.0,10472.0,42352.32,39909.07510633645
1.0,1001.0,6.0,263.0,263.0,6784.0,6784.0,31272.0,33762.67569744092
4.0,1006.0,6.0,1.0,1.0,32.0,32.0,32.0,309.06028003495885
5.0,1009.0,6.0,4.0,4.0,160.0,160.0,673.6,568.7960857252474
6.0,1011.0,6.0,1.0,1.0,40.0,40.0,20.8,325.3732341627474
9.0,1024.0,6.0,5.0,5.0,160.0,160.0,843.1999999999999,685.0033000807161
11.0,1027.0,6.0,23.0,23.0,920.0,920.0,1692.8000000000002,3055.321149120748
14.0,1037.0,6.0,11.0,11.0,440.0,440.0,1980.0,1414.9994826416369
15.0,1043.0,6.0,61.0,61.0,488.0,1037.3333333333333,10277.28,7827.944863567769
16.0,108.0,6.0,41.0,41.0,1640.0,1640.0,8805.523809523807,6041.33117861551
17.0,111.0,6.0,1.0,1.0,16.0,16.0,4.48,309.06028003495885
18.0,117.0,6.0,9.0,9.0,144.0,126.66666666666669,623.52,997.82474536699
19.0,120.0,6.0,2.0,2.333333333333333,80.0,80.0,41.6,354.32312429946614
20.0,1238.0,6.0,54.0,54.0,2144.0,2144.0,3187.2,2977.143726954877
21.0,1239.0,6.0,8.0,8.0,320.0,320.0,560.0,1652.744292924821
22.0,1240.0,6.0,16.0,16.0,640.0,640.0,1120.0,2606.2861148814554
23.0,1246.0,6.0,99.0,99.0,1584.0,1584.0,38808.0,23607.06159693998
24.0,1247.0,6.0,106.0,106.0,4240.0,4240.0,7420.0,13795.263584683358
25.0,125.0,6.0,160.0,160.0,6400.0,6400.0,6923.200000000001,12706.027793134272
26.0,1250.0,6.0,47.0,47.0,1712.0,1712.0,3309.44,4710.816351364076
28.0,1253.0,6.0,1.0,1.0,40.0,40.0,320.0,376.2689926127787
29.0,1257.0,6.0,465.0,465.0,5280.0,5280.0,51984.0,54398.280939175456
31.0,1263.0,6.0,24.0,24.0,408.0,292.0,2683.92,3107.002506504476
33.0,1266.0,6.0,86.0,86.0,3440.0,2933.333333333333,10403.6,10797.329252491414
34.0,1267.0,6.0,2.0,2.0,32.0,32.0,85.44,321.8084489802713
35.0,1268.0,6.0,69.0,69.0,1656.0,1656.0,24873.120000000003,21280.17303223413
36.0,1269.0,6.0,79.0,79.0,1264.0,1408.0,13309.92,9501.425607929648
37.0,127.0,6.0,2.0,2.0,80.0,80.0,89.60000000000001,338.0101701716776
38.0,1270.0,6.0,34.0,34.0,544.0,544.0,3740.4749206349184,3760.818732688844
39.0,1272.0,6.0,1.0,1.0,40.0,40.0,70.0,376.2689926127787
41.0,1275.0,6.0,11.0,11.0,440.0,440.0,794.4000000000001,972.1507357458468
43.0,128.0,6.0,1.0,1.0,40.0,34.666666666666664,168.4,325.3732341627474
44.0,1281.0,6.0,4.0,4.0,160.0,160.0,240.0,667.5622474650736
45.0,1282.0,6.0,1.0,1.0,16.0,16.0,140.0,309.06028003495885
46.0,1294.0,6.0,13.0,13.0,520.0,520.0,582.4000000000001,1009.46741665405
47.0,1298.0,6.0,124.0,124.0,4960.0,4960.0,22320.0,29577.172123084485
49.0,1301.0,6.0,1019.0,1019.0,32608.0,32608.0,224343.04,189822.35902079815
50.0,1313.0,6.0,1.0,1.0,32.0,32.0,168.64,325.3732341627474
51.0,1315.0,6.0,24.0,24.0,960.0,597.3333333333334,4041.6,3770.844175587117
52.0,1316.0,6.0,3.0,3.0,96.0,104.0,335.04,500.9484905104037
53.0,1333.0,6.0,2.0,2.0,32.0,37.333333333333336,99.84,338.1214031080599
55.0,1337.0,6.0,100.0,100.0,3448.0,3448.0,20004.56,15779.201871941506
57.0,1339.0,6.0,37.0,37.0,856.0,856.0,13336.88,5000.902969608724
58.0,1343.0,6.0,13.0,13.0,520.0,520.0,1450.8,1958.4585585693712
59.0,1345.0,6.0,8.0,8.0,256.0,209.14285714285717,802.56,1155.606785188138
60.0,1348.0,6.0,9.0,9.0,88.0,126.66666666666669,700.0,980.0535661677714
61.0,1349.0,6.0,13.0,13.0,368.0,368.0,4240.195555555554,8578.869911997288
62.0,1350.0,6.0,5.0,5.0,200.0,200.0,350.0,783.7694618205423
63.0,1353.0,6.0,161.0,161.0,6440.0,4688.0,18804.8,24281.584122205797
65.0,1358.0,6.0,883.0,853.0,23008.0,23008.0,97234.56,97949.77775058028
66.0,1359.0,6.0,45.0,45.0,1800.0,1800.0,2700.0,5223.788751850545
68.0,1362.0,6.0,49.0,53.0,784.0,784.0,11179.04,7239.030847976624
70.0,1364.0,6.0,41.0,41.0,656.0,656.0,4510.572698412696,3309.794214854657
72.0,1367.0,6.0,10.0,10.0,400.0,293.3333333333333,1684.0,1223.201920996129
74.0,1370.0,6.0,1.0,1.0,40.0,40.0,173.2,309.06028003495885
75.0,1371.0,6.0,43.0,43.0,1432.0,1432.0,1303.36,6041.33117861551
77.0,1379.0,6.0,42.0,42.0,1680.0,1680.0,9377.2,8747.942915866792
78.0,1380.0,6.0,260.0,260.0,10400.0,10400.0,46800.0,46435.15221013007
80.0,1385.0,6.0,4.0,4.0,160.0,160.0,1100.139682539682,680.5969812969561
81.0,1386.0,6.0,38.0,38.0,1520.0,1520.0,1702.4,2935.2549511293764
82.0,1390.0,6.0,59.0,59.0,1024.0,1024.0,3795.819682539682,7327.734505901753
84.0,1393.0,6.0,15.0,15.0,584.0,584.0,900.3199999999999,2050.403430173814
85.0,1395.0,6.0,257.0,257.0,4576.0,4576.0,46710.08,39415.205428237736
86.0,1397.0,6.0,12.0,12.0,384.0,384.0,1340.16,1597.1790328125353
87.0,1398.0,6.0,6.0,4.5,96.0,96.0,533.76,692.5143474439974
88.0,1401.0,6.0,15.0,15.0,600.0,600.0,1050.0,2213.5962526301737
89.0,1402.0,6.0,1.0,1.0,16.0,16.0,129.92,424.1393959025736
90.0,1406.0,6.0,212.0,212.0,4128.0,4128.0,27623.324444444428,26497.371211542457
91.0,1408.0,6.0,6.0,6.0,80.0,164.0,1279.68,676.2013933162089
92.0,1413.0,6.0,17.0,16.5,480.0,480.0,2078.4,2601.9971191386576
94.0,1416.0,6.0,54.0,54.0,2160.0,2160.0,18522.58412698413,12268.728525112092
95.0,1420.0,6.0,2.0,2.0,32.0,32.0,220.0279365079364,389.34981603425695
96.0,1430.0,6.0,94.0,94.0,1880.0,1880.0,7099.536507936505,5651.454926143109
98.0,1438.0,6.0,110.0,110.0,1088.0,1088.0,7480.949841269838,9226.96925313276
99.0,1439.0,6.0,270.0,270.0,3088.0,3088.0,15620.0,23078.60931837064
100.0,1441.0,6.0,36.0,36.0,888.0,888.0,2288.497777777777,4872.5599215130205
101.0,1453.0,6.0,26.0,26.0,208.0,597.3333333333334,4380.48,3145.3403064112063
102.0,1455.0,6.0,15.0,15.0,384.0,384.0,2190.2095238095226,2186.82036430639
103.0,1457.0,6.0,58.0,58.0,2320.0,2320.0,16226.990476190464,13673.355096767364
104.0,1464.0,6.0,22.0,22.0,880.0,880.0,3960.0,2480.009312401234
105.0,1465.0,6.0,21.0,21.0,840.0,840.0,1470.0,2781.50855726999
106.0,1468.0,6.0,36.0,36.0,1104.0,1104.0,7074.598095238091,5200.912962863862
107.0,1469.0,6.0,16.0,16.0,640.0,640.0,4400.558730158728,2606.2861148814554
108.0,1470.0,6.0,2.0,2.0,32.0,21.33333333333333,336.96,338.1214031080599
109.0,1472.0,6.0,9.0,9.0,72.0,126.66666666666669,540.0,980.0535661677714
110.0,1474.0,6.0,94.0,94.0,1072.0,1072.0,2128.0,2762.79679168266
111.0,1475.0,6.0,81.0,81.0,1544.0,1544.0,10340.48,12601.873467693746
112.0,1476.0,6.0,13.0,13.0,312.0,312.0,1026.48,1753.8918013672228
114.0,1479.0,6.0,26.0,26.0,624.0,597.3333333333334,4380.48,3979.909803638875
115.0,1481.0,6.0,90.0,90.0,3120.0,3120.0,20250.844444444432,20707.173385570462
116.0,1482.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,325.3732341627474
122.0,1496.0,6.0,1.0,1.0,16.0,16.0,360.48,325.3732341627474
123.0,1502.0,6.0,373.0,373.0,14576.0,14576.0,199589.92,185991.87266287085
124.0,1505.0,6.0,17.0,17.0,544.0,520.0,1898.56,2520.721650610387
125.0,1506.0,6.0,5.0,5.0,200.0,200.0,1048.0,685.0033000807161
128.0,1514.0,6.0,28.0,28.0,1120.0,1120.0,1960.0,1825.863432972401
129.0,1515.0,6.0,30.0,30.0,688.0,688.0,10808.4,5653.270288417756
131.0,1521.0,6.0,5.0,4.5,120.0,160.0,445.19999999999993,685.0033000807161
132.0,1523.0,6.0,16.0,16.0,256.0,256.0,1410.56,1830.1363567213407
133.0,1525.0,6.0,39.0,39.0,1248.0,1229.3333333333333,4355.52,5347.187195072591
134.0,1526.0,6.0,15.0,15.0,600.0,600.0,1050.0,1382.7543408374186
135.0,1527.0,6.0,95.0,95.0,1600.0,1600.0,1668.48,9683.247419531166
136.0,1532.0,6.0,21.0,21.0,840.0,648.0,3536.4,2960.419858227193
137.0,1539.0,6.0,8.0,8.0,256.0,256.0,2560.0,1568.1213600139015
138.0,1541.0,6.0,94.0,94.0,1504.0,1504.0,10341.31301587301,13978.225397537171
139.0,1544.0,6.0,4.0,4.0,32.0,32.0,673.92,484.7467693189974
140.0,1545.0,6.0,234.0,234.0,9328.0,9328.0,10910.56,18451.24735702452
143.0,1549.0,6.0,174.0,174.0,6960.0,6960.0,38210.8,30802.61974450451
145.0,1550.0,6.0,16.0,16.5,536.0,536.0,3332.48,2407.928210447252
146.0,1551.0,6.0,2.0,2.0,80.0,80.0,640.0,338.0101701716776
147.0,1552.0,6.0,47.0,47.0,1880.0,1880.0,2105.6000000000004,8391.256040523469
148.0,1558.0,6.0,4.0,4.5,160.0,160.0,446.4,568.7960857252474
149.0,156.0,6.0,19.0,19.0,760.0,760.0,3280.8,2967.6726658443804
150.0,1568.0,6.0,10.0,10.0,80.0,293.3333333333333,1117.6,996.36652029556
152.0,1571.0,6.0,55.0,55.0,2200.0,2200.0,3300.0,9639.585153053224
153.0,1572.0,6.0,2.0,2.0,80.0,80.0,640.0,338.0101701716776
154.0,1576.0,6.0,74.0,74.0,2960.0,2960.0,20352.584126984115,15467.034426639497
155.0,1577.0,6.0,22.0,22.0,176.0,292.0,3706.56,2464.352726111829
156.0,1588.0,6.0,4.0,4.0,160.0,136.0,240.0,552.4831315974589
157.0,1593.0,6.0,28.0,28.0,1120.0,1120.0,1254.4,1352.5170298914309
159.0,1597.0,6.0,115.0,115.0,2752.0,2752.0,19812.96,20572.230180169165
160.0,1603.0,6.0,2.0,2.0,32.0,32.0,720.96,489.9306388596888
162.0,1609.0,6.0,673.0,673.0,26920.0,26920.0,188213.2,191296.858625977
163.0,1612.0,6.0,41.0,41.0,1640.0,1640.0,2460.0,6894.280539820611
164.0,1617.0,6.0,208.0,208.0,8320.0,8320.0,14560.0,17971.1342769998
165.0,1619.0,6.0,66.0,66.0,2640.0,2640.0,8515.66349206349,13153.280023525178
166.0,1620.0,6.0,8.0,8.0,320.0,288.0,4400.0,1445.4906951884625
167.0,1622.0,6.0,1.0,1.0,40.0,40.0,550.0,309.06028003495885
169.0,1632.0,6.0,16.0,16.0,640.0,520.0,2694.4,2609.1203284363146
172.0,1636.0,6.0,19.0,19.0,608.0,608.0,1143.04,2247.6756985287066
173.0,1638.0,6.0,9.0,9.0,72.0,209.14285714285717,1516.32,996.36652029556
174.0,1639.0,6.0,14.0,14.0,560.0,560.0,627.2,1009.46741665405
175.0,1640.0,6.0,289.0,289.0,10792.0,10792.0,20472.0,17936.881000368565
179.0,1645.0,6.0,63.0,63.0,2520.0,2398.6666666666665,11108.0,8636.711706409871
182.0,165.0,6.0,170.0,170.0,3736.0,3736.0,13651.2,17330.809496010363
183.0,1650.0,6.0,177.0,177.0,6888.0,7258.666666666667,29812.56,27112.759134526077
184.0,1653.0,6.0,65.0,65.0,2600.0,2600.0,11700.0,8699.295124302327
185.0,1655.0,6.0,11.0,11.0,88.0,88.0,1229.36,1030.796238313138
187.0,1664.0,6.0,3.0,2.333333333333333,56.0,56.0,115.2,484.7467693189974
188.0,1668.0,6.0,88.0,88.0,3520.0,3600.0,10278.4,11920.527298222005
189.0,1672.0,6.0,6.0,6.0,240.0,240.0,550.0,914.147330472886
190.0,1677.0,6.0,93.0,93.0,2024.0,2024.0,8757.12,9579.803944552958
192.0,168.0,6.0,30.0,30.0,720.0,720.0,4802.4,5509.455594013154
193.0,1680.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,433.1264587144251
195.0,1685.0,6.0,6.0,6.0,168.0,168.0,773.04,710.2855266432161
196.0,1688.0,6.0,16.0,16.0,528.0,528.0,1397.7599999999998,1085.2699955801363
197.0,1689.0,6.0,72.0,72.0,2856.0,2856.0,3231.76,3360.405584941327
198.0,1690.0,6.0,126.0,126.0,5040.0,5040.0,20229.6,23268.41630948585
199.0,1691.0,6.0,10.0,10.0,160.0,160.0,440.0,683.0993136267061
200.0,1698.0,6.0,49.0,49.0,1960.0,1960.0,3430.0,5788.96569849056
201.0,1699.0,6.0,14.0,14.0,448.0,520.0,2360.96,1911.2596449951525
202.0,1700.0,6.0,19.0,19.0,760.0,760.0,5225.663492063489,3970.572218249261
204.0,1702.0,6.0,68.0,68.0,1312.0,1312.0,6285.831111111109,8865.888972232759
206.0,1706.0,6.0,32.0,32.0,1280.0,1280.0,10240.0,6373.733980129182
207.0,1709.0,6.0,65.0,65.0,2600.0,2933.333333333333,3282.8,8199.906576404988
208.0,171.0,6.0,23.0,23.0,920.0,920.0,1030.4,3055.321149120748
209.0,1710.0,6.0,2.0,2.0,48.0,48.0,320.16,112.63148189586354
211.0,1721.0,6.0,31.0,31.0,1240.0,1240.0,11172.4,6564.87725825113
215.0,1729.0,6.0,119.0,119.0,4104.0,4104.0,46271.600000000006,31033.840286369144
216.0,173.0,6.0,704.0,704.0,16896.0,16896.0,31764.48,32257.669886677235
217.0,1731.0,6.0,8.0,8.0,320.0,288.0,480.0,1445.4906951884625
218.0,174.0,6.0,1.0,1.0,24.0,24.0,88.08,325.3732341627474
220.0,1743.0,6.0,231.0,231.0,8472.0,8472.0,38903.04000000001,29552.16718082008
222.0,1748.0,6.0,67.0,67.0,2584.0,2584.0,5177.655873015872,4979.290174255788
223.0,175.0,6.0,6.0,6.0,240.0,240.0,420.0,719.6919486026163
224.0,1750.0,6.0,160.0,160.0,5168.0,5168.0,31235.23809523808,30581.645552272617
225.0,1753.0,6.0,9.0,9.0,360.0,360.0,403.2000000000001,1251.496330449998
227.0,1755.0,6.0,56.0,56.0,2032.0,2032.0,7524.16,9411.085007051646
228.0,1758.0,6.0,28.0,28.0,448.0,448.0,3080.391111111109,3577.7090219954844
230.0,1760.0,6.0,373.0,373.0,8952.0,8952.0,104469.84,106456.63118965802
232.0,1762.0,6.0,4.0,4.0,160.0,160.0,280.0,568.7960857252474
233.0,1763.0,6.0,35.0,35.0,1400.0,1400.0,7336.000000000001,5401.152581463277
235.0,1767.0,6.0,99.0,99.0,3960.0,3960.0,27228.457142857125,24042.65418852371
236.0,1769.0,6.0,5.0,5.0,200.0,200.0,350.0,668.6903459529276
237.0,177.0,6.0,5.0,5.0,200.0,200.0,900.0,685.0033000807161
238.0,1772.0,6.0,171.0,171.0,4216.0,4688.0,20545.28,22685.222028637945
240.0,1778.0,6.0,15.0,15.0,360.0,360.0,2401.2,1976.180575559556
241.0,1779.0,6.0,74.0,74.0,2696.0,2398.6666666666665,8000.559999999999,9733.030271778523
243.0,1790.0,6.0,11.0,11.0,440.0,440.0,1852.4,1414.9994826416369
244.0,1793.0,6.0,34.0,34.0,1104.0,1104.0,1609.92,2256.307093272626
245.0,1794.0,6.0,8.0,8.0,320.0,209.14285714285717,1440.0,1223.201920996129
247.0,1798.0,6.0,5.0,5.0,136.0,136.0,1405.12,668.6903459529276
248.0,1800.0,6.0,22.0,22.0,880.0,880.0,6050.76825396825,4009.479994128167
249.0,1801.0,6.0,21.0,21.0,504.0,504.0,3465.439999999998,2839.519137332856
250.0,1806.0,6.0,21.0,21.0,504.0,504.0,7570.08,4232.996269176423
252.0,1810.0,6.0,14.0,14.0,448.0,448.0,842.24,1055.65491665405
253.0,1813.0,6.0,13.0,13.0,208.0,208.0,1156.48,1536.220225522935
254.0,1815.0,6.0,21.0,21.0,744.0,744.0,5115.649523809521,3723.7624469498983
