"fecha","canton","provincia","total_cursos_perfiles","dia","mes","id_fact_oc_rs","volumen_porcentaje_asistencia","razon_social","estado","tipo_razon_social","fecha_resolucion","id_razon_social","id_fecha","volumen_cap_cer","volumen_horas","volumen_ganancias","anio","total_cursos","prediction(volumen_porcentaje_asistencia)"
"31-12-2021","portoviejo","manabi",1.0,31.0,12.0,78.0,0.0,"novamanaba s.a.s.","calificado","operador de capacitación","24-05-2021",1579.0,6.0,6.0,60.0,1426.8000000000002,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",63.0,31.0,12.0,80.0,4.099065420560748,"novillo mendoza max andres","calificado","operador de capacitación","14-10-2021",1580.0,6.0,2193.0,61548.0,647540.9542857142,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","guayaquil","guayas",10.0,31.0,12.0,79.0,0.811214953271028,"novillo mendoza max andres","calificado","operador de capacitación","14-10-2021",1580.0,4.0,434.0,17140.0,183601.54285714283,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",9.0,31.0,12.0,82.0,0.0,"novoa guanuchi carlos alberto","calificado","operador de capacitación","11/2/2021",1582.0,6.0,81.0,3720.0,30972.666666666664,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",9.0,31.0,12.0,81.0,0.0,"novoa guanuchi carlos alberto","calificado","operador de capacitación","11/2/2021",1582.0,4.0,209.0,9320.0,58722.43809523808,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","riobamba","chimborazo",2.0,31.0,12.0,89.0,0.0,"organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",1607.0,6.0,2.0,36.0,1522.08,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","riobamba","chimborazo",40.0,31.0,12.0,86.0,0.0,"organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",1607.0,3.0,1828.0,24892.0,949665.52,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","riobamba","chimborazo",96.0,31.0,12.0,90.0,0.0,"organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",1607.0,7.0,11144.0,228920.0,6544548.5200000005,2022.0,7.829411764705882,0.0
"31-12-2019","riobamba","chimborazo",44.0,31.0,12.0,87.0,0.0,"organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",1607.0,4.0,2054.0,34836.0,1291323.6,2019.0,7.829411764705882,0.196665509595469
"31-12-2020","riobamba","chimborazo",2.0,31.0,12.0,88.0,0.0,"organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",1607.0,5.0,2.0,36.0,1522.08,2020.0,7.829411764705882,0.196665509595469
"31-12-2021","manta","manabi",2.0,31.0,12.0,92.0,0.0,"ortega toala nelson eduardo","calificado","operador de capacitación","24-08-2021",1613.0,6.0,14.0,1320.0,2479.2,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","ibarra","imbabura",3.0,31.0,12.0,96.0,0.0,"pablo oswaldo davila castro","calificado","operador de capacitación","6/10/2021",1627.0,6.0,216.0,66860.0,4952548.2,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",2.0,31.0,12.0,99.0,0.0,"paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",1665.0,6.0,223.0,37910.0,260664.34603174584,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",2.0,31.0,12.0,98.0,0.0,"paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",1665.0,4.0,77.0,13090.0,90005.17777777772,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",3.0,31.0,12.0,100.0,0.0,"pichincha humana","calificado","operador de capacitación","23-05-2021",1693.0,6.0,347.0,27568.0,81141.76,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",5.0,31.0,12.0,103.0,0.0,"baculima nuñez maria antonieta","calificado","operador de capacitación","20-10-2021",180.0,6.0,127.0,50030.0,1340512.522222222,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",2.0,31.0,12.0,105.0,0.0,"romero soriano juan lorenzo xavier","calificado","operador de capacitación","15-11-2021",1840.0,6.0,124.0,4960.0,18600.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,106.0,0.0,"rosero rosero ximena alexandra","calificado","operador de capacitación","1/3/2021",1850.0,6.0,2.0,12.0,500.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","santo domingo","santo domingo de los tsachilas",2.0,31.0,12.0,107.0,0.0,"baldeon quishpe paul enrique","calificado","operador de capacitación","16-05-2021",186.0,6.0,20.0,800.0,3875.2,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",4.0,31.0,12.0,109.0,0.0,"rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",1860.0,6.0,16.0,7720.0,193654.4,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",1.0,31.0,12.0,108.0,0.0,"rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",1860.0,4.0,5.0,1800.0,29736.0,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",4.0,31.0,12.0,110.0,0.0,"s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",1870.0,6.0,124.0,2936.0,22488.744126984115,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",9.0,31.0,12.0,116.0,0.0,"sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",1929.0,6.0,149.0,2032.0,28483.05396825396,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",4.0,31.0,12.0,115.0,0.0,"sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",1929.0,4.0,27.0,348.0,7092.299682539682,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",3.0,31.0,12.0,121.0,0.0,"barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",194.0,6.0,3.0,801.0,5507.574285714282,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",1.0,31.0,12.0,120.0,0.0,"barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",194.0,3.0,1.0,267.0,1835.8580952380944,2018.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,124.0,0.0,"barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",196.0,6.0,1.0,22.0,401.06,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",4.0,31.0,12.0,123.0,0.0,"barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",196.0,3.0,142.0,1136.0,75078.24,2018.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",10.0,31.0,12.0,129.0,0.0,"sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",1972.0,6.0,385.0,5600.0,75945.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","guayaquil","guayas",11.0,31.0,12.0,128.0,0.0,"sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",1972.0,3.0,766.0,9442.0,123581.74,2018.0,7.829411764705882,0.196665509595469
"31-12-2021","samborondon","sin provincia",12.0,31.0,12.0,130.0,0.0,"sociedad general de certificaciones ensayos y calibraciones del ecuador s.a. sgcec del ecuador","calificado","operador de capacitación","5/10/2021",1974.0,6.0,176.0,2944.0,133725.91999999998,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,134.0,0.0,"tapia camacuari dilmer maximo","calificado","operador de capacitación","2/9/2021",2009.0,6.0,32.0,192.0,8000.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","rumiñahui","pichincha",10.0,31.0,12.0,136.0,0.0,"universidad de las fuerzas armadas - espe","calificado","operador de capacitación","27-09-2021",2083.0,6.0,420.0,40480.0,99141.6,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",24.0,31.0,12.0,142.0,0.0,"bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",212.0,6.0,2788.0,34560.0,791379.84,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",20.0,31.0,12.0,141.0,0.0,"bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",212.0,4.0,448.0,5056.0,126614.72,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","riobamba","chimborazo",1.0,31.0,12.0,143.0,0.0,"vasco vasco jorge antonio","calificado","operador de capacitación","25-11-2021",2134.0,6.0,35.0,210.0,8750.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","pastaza","pastaza",1.0,31.0,12.0,147.0,0.0,"villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",2191.0,6.0,28.0,9072.0,431464.32,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","pastaza","pastaza",1.0,31.0,12.0,145.0,0.0,"villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",2191.0,3.0,20.0,6480.0,308188.8,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","pastaza","pastaza",1.0,31.0,12.0,146.0,0.0,"villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",2191.0,4.0,11.0,3564.0,169503.84,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,148.0,0.0,"villegas rodriguez pablo hernan","calificado","operador de capacitación","5/11/2021",2194.0,6.0,6.0,240.0,1650.2095238095228,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","ibarra","imbabura",10.0,31.0,12.0,152.0,0.0,"benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",220.0,6.0,588.0,22024.0,175500.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","ibarra","imbabura",6.0,31.0,12.0,150.0,0.0,"benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",220.0,3.0,96.0,2752.0,16704.0,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","ibarra","imbabura",4.0,31.0,12.0,151.0,0.0,"benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",220.0,4.0,204.0,8160.0,68238.0,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","ibarra","imbabura",3.0,31.0,12.0,153.0,0.0,"xide","calificado","operador de capacitación","30-12-2021",2208.0,6.0,219.0,26280.0,15242.399999999998,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,156.0,0.0,"bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",235.0,6.0,1.0,40.0,275.03492063492047,2021.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",3.0,31.0,12.0,157.0,0.0,"bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",235.0,7.0,75.0,3000.0,20627.619047619035,2022.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",2.0,31.0,12.0,154.0,0.0,"bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",235.0,4.0,54.0,2160.0,14851.885714285703,2019.0,7.829411764705882,0.196665509595469
"31-12-2020","quito","pichincha",1.0,31.0,12.0,155.0,0.0,"bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",235.0,5.0,3.0,120.0,825.1047619047614,2020.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,158.0,0.0,"borniatti sega margareth isabel","calificado","operador de capacitación","25-01-2021",243.0,6.0,5.0,200.0,2644.0000000000005,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",5.0,31.0,12.0,159.0,0.0,"bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",246.0,6.0,335.0,79080.0,1306401.6,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",3.0,31.0,12.0,161.0,0.0,"buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",257.0,6.0,1307.0,196050.0,848896.5,2021.0,7.829411764705882,0.0
"31-12-2021","quito","pichincha",2.0,31.0,12.0,164.0,0.0,"bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",263.0,6.0,20.0,256.0,6115.200000000001,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",2.0,31.0,12.0,163.0,0.0,"bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",263.0,3.0,45.0,440.0,12644.0,2018.0,7.829411764705882,0.196665509595469
"31-12-2021","santo domingo","santo domingo de los tsachilas",10.0,31.0,12.0,166.0,0.0,"calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",303.0,6.0,792.0,8444.0,238288.48,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",24.0,31.0,12.0,168.0,10.941666666666666,"capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",333.0,6.0,1313.0,67500.0,420079.2698412697,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",5.0,31.0,12.0,167.0,0.2083333333333333,"capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",333.0,4.0,25.0,1000.0,6875.873015873011,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",4.0,31.0,12.0,170.0,0.0,"capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",337.0,6.0,48.0,6912.0,20615.04,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","guayaquil","guayas",6.0,31.0,12.0,169.0,0.0,"capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",337.0,4.0,68.0,11520.0,49245.12000000001,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",2.0,31.0,12.0,171.0,0.0,"capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",341.0,6.0,26.0,416.0,2862.08,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",2.0,31.0,12.0,175.0,0.0,"captecsol s.a.","calificado","operador de capacitación","5/11/2021",348.0,6.0,61.0,1420.0,20545.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",14.0,31.0,12.0,179.0,0.0,"carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",371.0,6.0,308.0,12008.0,150940.32126984128,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",1.0,31.0,12.0,178.0,0.0,"carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",371.0,4.0,16.0,640.0,8460.800000000001,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","ambato","tungurahua",1.0,31.0,12.0,181.0,0.0,"abkrea ingenieria cia. ltda.","calificado","operador de capacitación","28-03-2021",4.0,6.0,25.0,1500.0,7500.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,183.0,0.0,"cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",403.0,6.0,1.0,100.0,1652.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",1.0,31.0,12.0,182.0,0.0,"cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",403.0,4.0,10.0,1000.0,16520.0,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,186.0,0.0,"centro caec","calificado","operador de capacitación","5/11/2021",417.0,6.0,7.0,280.0,1925.2444444444432,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",1.0,31.0,12.0,185.0,0.0,"centro caec","calificado","operador de capacitación","5/11/2021",417.0,4.0,7.0,280.0,1925.2444444444432,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","daule","guayas",4.0,31.0,12.0,189.0,0.0,"centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",440.0,6.0,235.0,68808.0,495740.88,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","daule","guayas",2.0,31.0,12.0,187.0,0.0,"centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",440.0,3.0,49.0,15288.0,97687.2,2018.0,7.829411764705882,0.196665509595469
