id_fact_oc_cp,id_razon_social,id_curso_perfil,id_fecha,num_cap_cer,prediction_num_cap_cer,total_horas,prediction_total_horas,total_ganancias,prediction_total_ganancias,porcentaje_asistencia,prediction_porcentaje_asistencia
826.0,196.0,5111.0,3.0,40.0,40.0,320.0,306.6666666666667,21148.800000000003,21148.800000000003,0.0,2.9761904761904754
827.0,196.0,5108.0,3.0,59.0,59.0,472.0,472.0,31194.480000000003,31194.480000000007,0.0,2.9761904761904754
51.0,212.0,4958.0,6.0,337.0,337.0,5392.0,5392.0,178205.59999999998,184270.66666666663,0.0,102.7372009016672
52.0,212.0,4959.0,6.0,337.0,337.0,5392.0,5392.0,9921.28,9921.28,0.0,102.7372009016672
53.0,212.0,4955.0,6.0,29.0,29.0,232.0,232.0,15332.88,15332.88,0.0,11.30952380952381
54.0,212.0,4965.0,6.0,29.0,29.0,232.0,232.0,426.88,426.88,0.0,15.476190476190478
55.0,212.0,4947.0,6.0,136.0,133.33333333333334,1088.0,1088.0,71905.92,69791.04000000001,0.0,108.33333333333331
56.0,212.0,4948.0,6.0,136.0,133.33333333333334,1088.0,1088.0,2001.92,2001.92,0.0,108.33333333333331
57.0,212.0,4943.0,6.0,35.0,35.0,280.0,280.0,18505.2,18505.2,0.0,11.30952380952381
58.0,212.0,4962.0,6.0,35.0,35.0,280.0,280.0,515.2,515.2,0.0,15.476190476190478
59.0,212.0,4949.0,6.0,181.0,187.3333333333333,2896.0,2896.0,95712.8,95712.8,0.0,108.33333333333331
60.0,212.0,4950.0,6.0,181.0,181.0,2896.0,2896.0,5328.64,5328.64,0.0,108.33333333333331
61.0,212.0,4945.0,6.0,187.0,187.3333333333333,2992.0,2992.0,98885.6,98885.6,0.0,108.33333333333331
62.0,212.0,4946.0,6.0,187.0,187.0,2992.0,2992.0,5505.280000000001,5505.280000000001,0.0,108.33333333333331
63.0,212.0,4942.0,6.0,87.0,87.0,696.0,696.0,45998.64,45998.64,0.0,11.30952380952381
64.0,212.0,4944.0,6.0,87.0,87.0,696.0,696.0,1280.64,1280.64,0.0,15.476190476190478
65.0,212.0,4951.0,6.0,267.0,267.0,2136.0,2136.0,141168.24000000002,141168.24000000002,0.0,102.7372009016672
66.0,212.0,4952.0,6.0,267.0,267.0,2136.0,2136.0,25802.88,25802.88,0.0,102.7372009016672
67.0,212.0,4960.0,6.0,11.0,11.0,88.0,88.0,5815.92,5815.92,0.0,11.30952380952381
68.0,212.0,4961.0,6.0,11.0,11.0,88.0,88.0,161.92000000000002,161.92000000000002,0.0,15.476190476190478
69.0,212.0,4953.0,6.0,59.0,59.0,472.0,472.0,31194.480000000003,31194.480000000007,0.0,11.30952380952381
70.0,212.0,4963.0,6.0,59.0,54.333333333333336,472.0,472.0,868.48,868.48,0.0,15.476190476190478
71.0,212.0,4954.0,6.0,4.0,4.0,32.0,32.0,2114.88,2114.880000000001,0.0,0.5952380952380952
72.0,212.0,4964.0,6.0,4.0,4.0,32.0,32.0,673.92,673.92,0.0,0.5952380952380952
73.0,212.0,4956.0,6.0,61.0,61.0,976.0,976.0,32256.8,32256.8,0.0,11.30952380952381
74.0,212.0,4957.0,6.0,61.0,61.0,976.0,976.0,1795.84,1795.84,0.0,15.476190476190478
964.0,212.0,4958.0,4.0,49.0,49.0,784.0,784.0,25911.2,25911.2,0.0,11.30952380952381
965.0,212.0,4959.0,4.0,49.0,49.0,784.0,784.0,1442.5600000000002,1442.5600000000002,0.0,15.476190476190478
966.0,212.0,4955.0,4.0,3.0,3.0,24.0,24.0,1586.16,1586.16,0.0,0.5952380952380952
967.0,212.0,4965.0,4.0,3.0,3.0,24.0,24.0,44.16,44.16,0.0,0.5952380952380952
968.0,212.0,4947.0,4.0,20.0,20.0,160.0,160.0,10574.4,10574.4,0.0,11.30952380952381
969.0,212.0,4948.0,4.0,20.0,20.0,160.0,160.0,294.40000000000003,294.40000000000003,0.0,15.476190476190478
970.0,212.0,4943.0,4.0,6.0,6.0,48.0,48.0,3172.32,3172.32,0.0,0.5952380952380952
971.0,212.0,4962.0,4.0,6.0,6.0,48.0,48.0,88.32000000000001,88.32000000000001,0.0,0.5952380952380952
972.0,212.0,4949.0,4.0,17.0,17.0,272.0,272.0,8989.599999999999,8989.599999999999,0.0,11.30952380952381
973.0,212.0,4950.0,4.0,17.0,17.0,272.0,272.0,500.48,500.48,0.0,15.476190476190478
974.0,212.0,4945.0,4.0,24.0,24.0,384.0,384.0,12691.2,12691.2,0.0,11.30952380952381
975.0,212.0,4946.0,4.0,24.0,24.0,384.0,384.0,706.5600000000001,706.5600000000001,0.0,15.476190476190478
976.0,212.0,4942.0,4.0,29.0,29.0,232.0,232.0,15332.88,15332.88,0.0,11.30952380952381
977.0,212.0,4944.0,4.0,29.0,29.0,232.0,232.0,426.88,426.88,0.0,15.476190476190478
978.0,212.0,4951.0,4.0,43.0,43.0,344.0,344.0,22734.960000000003,22734.960000000003,0.0,11.30952380952381
979.0,212.0,4952.0,4.0,43.0,43.0,344.0,344.0,4155.52,4155.52,0.0,15.476190476190478
980.0,212.0,4953.0,4.0,31.0,31.0,248.0,248.0,16390.32,16390.32,0.0,11.30952380952381
981.0,212.0,4963.0,4.0,31.0,31.0,248.0,248.0,456.32,456.32,0.0,15.476190476190478
982.0,212.0,4956.0,4.0,2.0,2.0,32.0,32.0,1057.6,1057.6,0.0,0.5952380952380952
983.0,212.0,4957.0,4.0,2.0,2.0,32.0,32.0,58.88,58.88,0.0,0.5952380952380952
75.0,220.0,2483.0,6.0,22.0,22.0,880.0,880.0,1504.8000000000002,1504.8000000000002,0.0,0.0916666666666666
76.0,220.0,2484.0,6.0,22.0,22.0,880.0,880.0,3300.0,3300.0,0.0,0.0916666666666666
77.0,220.0,2485.0,6.0,22.0,22.0,880.0,880.0,3581.6000000000004,3581.6000000000004,0.0,0.0916666666666666
78.0,220.0,2486.0,6.0,22.0,22.0,880.0,880.0,3581.6000000000004,3581.6000000000004,0.0,0.0916666666666666
79.0,220.0,6232.0,6.0,22.0,22.0,132.0,132.0,5500.0,5500.0,0.0,1.1363636363636365
80.0,220.0,6233.0,6.0,22.0,22.0,132.0,132.0,5500.0,5500.0,0.0,1.1363636363636365
81.0,220.0,2479.0,6.0,114.0,114.0,4560.0,4332.0,7797.6,7797.6,0.0,0.1262626262626262
82.0,220.0,2480.0,6.0,114.0,114.0,4560.0,4332.0,86731.2,86731.2,0.0,0.1262626262626262
83.0,220.0,2481.0,6.0,114.0,114.0,4560.0,4332.0,5152.799999999999,5152.799999999999,0.0,0.1262626262626262
84.0,220.0,2482.0,6.0,114.0,114.0,4560.0,4332.0,52850.4,52850.4,0.0,0.1262626262626262
828.0,220.0,2483.0,3.0,16.0,16.0,640.0,640.0,1094.4,1094.4,0.0,0.0916666666666666
829.0,220.0,2484.0,3.0,16.0,16.0,640.0,640.0,2400.0,2400.0,0.0,0.0916666666666666
830.0,220.0,2485.0,3.0,16.0,16.0,640.0,640.0,2604.8,2604.8,0.0,0.0916666666666666
831.0,220.0,2486.0,3.0,16.0,16.0,640.0,640.0,2604.8,2604.8,0.0,0.0916666666666666
832.0,220.0,6232.0,3.0,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,1.1363636363636365
833.0,220.0,6233.0,3.0,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,1.1363636363636365
984.0,220.0,2479.0,4.0,51.0,51.0,2040.0,2040.0,3488.4,3488.4,0.0,0.1262626262626262
985.0,220.0,2480.0,4.0,51.0,51.0,2040.0,2040.0,38800.8,38800.8,0.0,0.1262626262626262
986.0,220.0,2481.0,4.0,51.0,51.0,2040.0,2040.0,2305.2,2305.2,0.0,0.1262626262626262
987.0,220.0,2482.0,4.0,51.0,51.0,2040.0,2040.0,23643.6,23643.6,0.0,0.1262626262626262
85.0,235.0,2657.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,275.0349206349205,0.0,5.654745167593132
989.0,235.0,2657.0,4.0,52.0,52.0,2080.0,2080.0,14301.815873015865,14301.815873015865,0.0,5.654745167593132
988.0,235.0,2658.0,4.0,2.0,2.0,80.0,80.0,550.0698412698409,550.0698412698409,0.0,5.335761920429985
794.0,235.0,2657.0,5.0,3.0,3.0,120.0,120.0,825.1047619047614,825.1047619047614,0.0,5.654745167593132
1189.0,235.0,2657.0,7.0,59.0,59.0,2360.0,2360.0,16227.060317460307,16227.060317460307,0.0,5.654745167593132
1188.0,235.0,2658.0,7.0,10.0,10.0,400.0,400.0,2750.349206349205,2750.349206349205,0.0,5.335761920429985
1190.0,235.0,2659.0,7.0,6.0,6.0,240.0,240.0,1650.2095238095228,1650.2095238095228,0.0,0.4683375824828322
86.0,243.0,796.0,6.0,5.0,5.0,200.0,200.0,2644.0000000000005,2644.0000000000005,0.0,4.074224386724387
87.0,246.0,2929.0,6.0,213.0,213.0,51120.0,51120.0,844502.3999999999,844502.3999999999,0.0,6.944444444444445
88.0,246.0,2930.0,6.0,13.0,13.0,3120.0,3120.0,51542.4,51542.4,0.0,6.944444444444445
89.0,246.0,2928.0,6.0,33.0,33.0,6600.0,6600.0,109032.0,109032.0,0.0,6.944444444444445
90.0,246.0,2933.0,6.0,32.0,32.0,7680.0,7680.0,126873.6,126873.6,0.0,6.944444444444445
91.0,246.0,2932.0,6.0,44.0,44.0,10560.0,10560.0,174451.19999999998,174451.19999999998,0.0,6.944444444444445
92.0,257.0,3955.0,6.0,723.0,723.0,108450.0,108450.0,469588.5,469588.5,0.0,102.7372009016672
93.0,257.0,3956.0,6.0,547.0,547.0,82050.0,82050.0,355276.5,355276.5,0.0,102.7372009016672
94.0,257.0,3957.0,6.0,37.0,37.0,5550.0,5550.0,24031.5,24031.5,0.0,2.525252525252525
95.0,263.0,4844.0,6.0,4.0,4.0,160.0,160.0,2115.2000000000003,2115.2000000000003,0.0,6.944444444444445
96.0,263.0,5719.0,6.0,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,6.944444444444445
834.0,263.0,4844.0,3.0,5.0,5.0,200.0,200.0,2644.0000000000005,2644.0000000000005,0.0,6.944444444444445
835.0,263.0,5719.0,3.0,40.0,40.0,240.0,240.0,10000.0,10125.0,0.0,6.944444444444445
97.0,303.0,5511.0,6.0,1.0,1.0,48.0,48.0,1176.0,1176.0,0.0,13.727327276906806
98.0,303.0,5512.0,6.0,1.0,1.0,48.0,48.0,80.16,80.16,0.0,13.727327276906806
99.0,303.0,5504.0,6.0,9.0,9.0,360.0,360.0,630.0,630.0,0.0,0.0916666666666666
100.0,303.0,5507.0,6.0,16.0,16.0,192.0,192.0,480.0,480.0,0.0,1.3536783917676638
101.0,303.0,5506.0,6.0,292.0,292.0,3504.0,3504.0,8760.0,8760.0,0.0,176.78571428571425
102.0,303.0,5501.0,6.0,202.0,202.0,1616.0,1616.0,153713.92,153713.92,0.0,33.909530124742766
103.0,303.0,5510.0,6.0,202.0,202.0,1616.0,1616.0,7272.0,7272.0,0.0,33.909530124742766
104.0,303.0,5490.0,6.0,3.0,3.0,180.0,180.0,97.20000000000002,97.20000000000002,0.0,0.0643707756678468
105.0,303.0,5503.0,6.0,11.0,11.0,440.0,440.0,770.0,770.0,0.0,6.944444444444445
106.0,303.0,5499.0,6.0,55.0,55.0,440.0,440.0,65309.2,63313.4,0.0,0.984849484073092
107.0,333.0,670.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,275.0349206349205,0.0083333333333333,0.0083333333333333
108.0,333.0,659.0,6.0,28.0,28.0,1120.0,1120.0,7700.977777777773,7700.977777777773,0.2333333333333333,0.2333333333333333
109.0,333.0,665.0,6.0,20.0,20.0,800.0,800.0,5500.69841269841,5500.69841269841,0.1666666666666666,0.1666666666666666
110.0,333.0,657.0,6.0,142.0,142.0,5680.0,5680.0,39054.95873015871,39054.95873015871,1.1833333333333331,1.1833333333333331
111.0,333.0,667.0,6.0,226.0,226.0,9040.0,9040.0,62157.89206349203,62157.89206349203,1.8833333333333333,1.8833333333333333
112.0,333.0,662.0,6.0,175.0,175.0,7000.0,7000.0,48131.11111111108,48131.11111111108,1.4583333333333333,1.4583333333333333
113.0,333.0,702.0,6.0,16.0,16.0,640.0,640.0,4400.558730158728,4400.558730158728,0.1333333333333333,0.1333333333333333
114.0,333.0,711.0,6.0,7.0,7.0,280.0,280.0,1925.2444444444432,1925.244444444443,0.0583333333333333,0.0583333333333333
115.0,333.0,682.0,6.0,15.0,15.0,600.0,600.0,7932.000000000001,7932.000000000001,0.125,0.125
116.0,333.0,691.0,6.0,98.0,98.0,14700.0,14700.0,101075.33333333328,101075.33333333328,0.8166666666666665,0.8166666666666665
117.0,333.0,675.0,6.0,95.0,95.0,3800.0,3800.0,26128.317460317445,26128.317460317445,0.7916666666666667,0.7916666666666667
118.0,333.0,694.0,6.0,95.0,95.0,7600.0,7600.0,4408.0,4408.0,0.7916666666666667,0.7916666666666667
119.0,333.0,664.0,6.0,115.0,115.0,4600.0,4600.0,31629.01587301585,31629.01587301585,0.9583333333333331,0.9583333333333331
120.0,333.0,697.0,6.0,126.0,126.0,5040.0,5040.0,34654.39999999998,34654.39999999998,1.05,1.05
121.0,333.0,677.0,6.0,11.0,11.0,440.0,440.0,3025.384126984125,3025.384126984125,0.0916666666666666,0.0916666666666666
122.0,333.0,673.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,275.0349206349205,0.0083333333333333,0.0083333333333333
123.0,333.0,663.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,275.0349206349205,0.0083333333333333,0.0083333333333333
124.0,333.0,680.0,6.0,1.0,1.0,120.0,120.0,825.1047619047614,825.1047619047614,0.0083333333333333,0.0083333333333333
125.0,333.0,681.0,6.0,4.0,4.0,480.0,480.0,3300.4190476190456,3300.4190476190456,0.0333333333333333,0.0333333333333333
126.0,333.0,669.0,6.0,19.0,19.0,760.0,760.0,5225.663492063489,5225.663492063489,0.1583333333333333,0.1583333333333333
127.0,333.0,671.0,6.0,5.0,5.0,200.0,200.0,1375.1746031746025,1375.1746031746025,0.0416666666666666,0.0416666666666666
128.0,333.0,666.0,6.0,15.0,15.0,600.0,600.0,4125.523809523807,4125.523809523807,0.125,0.125
129.0,333.0,660.0,6.0,71.0,71.0,2840.0,2840.0,19527.479365079354,19527.479365079354,0.5916666666666667,0.5916666666666667
130.0,333.0,672.0,6.0,26.0,26.0,1040.0,1040.0,7150.907936507932,7150.907936507932,0.2166666666666666,0.2166666666666666
990.0,333.0,667.0,4.0,12.0,12.0,480.0,480.0,3300.4190476190456,3300.4190476190456,0.1,0.1
991.0,333.0,677.0,4.0,4.0,4.0,160.0,160.0,1100.139682539682,1100.139682539682,0.0333333333333333,0.0333333333333333
992.0,333.0,669.0,4.0,3.0,3.0,120.0,120.0,825.1047619047614,825.1047619047614,0.025,0.025
993.0,333.0,671.0,4.0,3.0,3.0,120.0,120.0,825.1047619047614,825.1047619047614,0.025,0.025
994.0,333.0,666.0,4.0,3.0,3.0,120.0,120.0,825.1047619047614,825.1047619047614,0.025,0.025
131.0,337.0,3950.0,6.0,12.0,12.0,1728.0,1610.6666666666667,16709.760000000002,16709.760000000002,0.0,6.944444444444445
132.0,337.0,3951.0,6.0,12.0,12.0,1728.0,1610.6666666666667,190.08,190.08,0.0,6.944444444444445
133.0,337.0,3952.0,6.0,12.0,12.0,1728.0,1610.6666666666667,1676.16,1676.16,0.0,6.944444444444445
134.0,337.0,3953.0,6.0,12.0,12.0,1728.0,1610.6666666666667,2039.04,2039.04,0.0,6.944444444444445
997.0,337.0,3950.0,4.0,14.0,14.0,2016.0,2022.857142857143,19494.72,19494.72,0.0,6.944444444444445
998.0,337.0,3951.0,4.0,14.0,14.0,2016.0,2022.857142857143,221.76,221.76,0.0,6.944444444444445
999.0,337.0,3952.0,4.0,14.0,14.0,2016.0,2022.857142857143,1955.52,1955.52,0.0,6.944444444444445
1000.0,337.0,3953.0,4.0,14.0,14.0,2016.0,2022.857142857143,2378.88,2378.88,0.0,6.944444444444445
995.0,337.0,3946.0,4.0,6.0,6.0,1728.0,2022.857142857143,25004.160000000003,25004.160000000003,0.0,6.944444444444445
996.0,337.0,3947.0,4.0,6.0,6.0,1728.0,2022.857142857143,190.08,190.08,0.0,6.944444444444445
135.0,341.0,16.0,6.0,13.0,13.0,208.0,208.0,1431.04,1431.04,0.0,0.8946635012386455
136.0,341.0,14.0,6.0,13.0,13.0,208.0,208.0,1431.04,1431.04,0.0,0.8946635012386455
137.0,348.0,1865.0,6.0,51.0,51.0,1020.0,900.0,15045.0,15045.0,0.0,0.4683375824828322
138.0,348.0,1873.0,6.0,10.0,10.0,400.0,400.0,5500.0,5500.0,0.0,1.5345320102928102
139.0,371.0,1167.0,6.0,13.0,13.0,520.0,520.0,6874.400000000001,6874.400000000001,0.0,0.0643707756678468
140.0,371.0,1160.0,6.0,40.0,40.0,1600.0,1600.0,21152.000000000004,21152.0,0.0,0.6598004505954297
141.0,371.0,1158.0,6.0,56.0,56.0,2240.0,2240.0,29612.800000000003,29612.800000000003,0.0,0.9065550906555088
142.0,371.0,1151.0,6.0,19.0,19.0,760.0,760.0,5225.663492063489,5225.663492063489,0.0,0.0916666666666666
143.0,371.0,1165.0,6.0,48.0,48.0,1920.0,1920.0,25382.4,25382.4,0.0,0.6598004505954297
144.0,371.0,1166.0,6.0,12.0,12.0,480.0,480.0,6345.6,6345.6,0.0,0.0643707756678468
145.0,371.0,1171.0,6.0,20.0,20.0,800.0,800.0,10576.000000000002,10576.000000000002,0.0,0.0643707756678468
146.0,371.0,1169.0,6.0,27.0,27.0,1080.0,1080.0,14277.600000000002,14277.600000000002,0.0,0.6598004505954297
147.0,371.0,1157.0,6.0,6.0,6.0,240.0,240.0,3172.8,3172.8,0.0,0.0643707756678468
148.0,371.0,1179.0,6.0,10.0,10.0,400.0,400.0,2750.349206349205,2750.349206349205,0.0,13.727327276906806
149.0,371.0,1188.0,6.0,13.0,13.0,312.0,312.0,6873.360000000001,6873.360000000001,0.0,0.0643707756678468
150.0,371.0,1189.0,6.0,13.0,13.0,416.0,416.0,6872.32,6872.32,0.0,0.0643707756678468
151.0,371.0,1190.0,6.0,13.0,13.0,520.0,520.0,6874.400000000001,6874.400000000001,0.0,0.0643707756678468
152.0,371.0,1155.0,6.0,18.0,18.0,720.0,720.0,4950.628571428569,4950.628571428569,0.0,0.1262626262626262
1001.0,371.0,1166.0,4.0,16.0,16.0,640.0,640.0,8460.800000000001,8460.800000000001,0.0,0.482780817508851
153.0,403.0,2758.0,6.0,1.0,1.0,100.0,100.0,1652.0,1652.0,0.0,4.074224386724387
1002.0,403.0,2758.0,4.0,10.0,10.0,1000.0,1000.0,16520.0,16520.0,0.0,4.074224386724387
154.0,417.0,4583.0,6.0,7.0,7.0,280.0,280.0,1925.2444444444432,1925.244444444443,0.0,0.4683375824828322
1003.0,417.0,4583.0,4.0,7.0,7.0,280.0,280.0,1925.2444444444432,1925.244444444443,0.0,0.4683375824828322
155.0,440.0,2606.0,6.0,154.0,154.0,48048.0,48048.0,5285.28,5285.28,0.0,6.944444444444445
156.0,440.0,2611.0,6.0,6.0,6.0,240.0,240.0,3300.0,3300.0,0.0,0.1262626262626262
157.0,440.0,2610.0,6.0,15.0,15.0,1800.0,1800.0,41994.0,41994.0,0.0,6.944444444444445
158.0,440.0,2607.0,6.0,60.0,60.0,18720.0,18720.0,445161.6,445161.6,0.0,6.944444444444445
