id_fact_oec_cp,id_razon_social,id_curso_perfil,id_fecha,num_cer,total_horas,total_ganancias,porcentaje_asistencia
68,427,6441,373,5.0,30.0,1250.0,0.0
69,889,6769,373,8.0,48.0,2000.0,0.0
70,2,7523,380,6.0,36.0,1500.0,0.0
71,2,7524,380,6.0,36.0,1500.0,0.0
72,2,7027,380,2.0,12.0,500.0,0.0
73,2,7028,380,2.0,12.0,500.0,0.0
74,427,6441,380,2.0,12.0,500.0,0.0
75,1494,6684,380,1.0,6.0,250.0,0.0
76,1556,6044,380,1.0,6.0,250.0,0.0
77,1556,6000,380,1.0,6.0,250.0,0.0
78,1556,5998,380,16.0,96.0,4000.0,0.0
79,2,7523,680,7.0,42.0,1750.0,0.0
80,2,7524,680,7.0,42.0,1750.0,0.0
81,427,6441,680,2.0,12.0,500.0,0.0
82,1050,6962,680,1.0,6.0,250.0,0.0
83,1050,6544,680,1.0,6.0,250.0,0.0
84,2,7523,732,19.0,114.0,4750.0,0.0
85,2,7524,732,19.0,114.0,4750.0,0.0
86,223,6126,732,1.0,6.0,250.0,0.0
87,331,6907,732,4.0,24.0,1000.0,0.0
88,492,6731,732,1.0,6.0,250.0,0.0
89,501,6811,732,13.0,78.0,3250.0,0.0
90,519,8104,732,1.0,6.0,250.0,0.0
91,559,7369,732,33.0,198.0,8250.0,0.0
92,666,6292,732,1.0,6.0,250.0,0.0
93,666,6734,732,1.0,6.0,250.0,0.0
94,666,6738,732,1.0,6.0,250.0,0.0
95,771,6221,732,12.0,72.0,3000.0,0.0
96,931,6591,732,1.0,6.0,250.0,0.0
97,1229,6328,732,1.0,6.0,250.0,0.0
98,1331,2315,732,2.0,32.0,220.02793650793637,0.0
99,1331,2316,732,2.0,32.0,2375.04,0.0
100,1331,2429,732,2.0,32.0,220.02793650793637,0.0
101,1331,2430,732,2.0,32.0,21.44,0.0
102,1331,2443,732,2.0,40.0,275.03492063492047,0.0
103,1331,2444,732,2.0,40.0,542.8,0.0
104,1331,6415,732,2.0,12.0,500.0,0.0
105,1331,6416,732,2.0,12.0,500.0,0.0
106,1331,2455,732,3.0,120.0,825.1047619047614,0.0
107,1331,2456,732,3.0,120.0,488.40000000000003,0.0
108,1331,6283,732,3.0,18.0,750.0,0.0
109,1331,6284,732,3.0,18.0,750.0,0.0
110,1331,6674,732,2.0,12.0,500.0,0.0
111,1331,6675,732,2.0,12.0,500.0,0.0
112,2154,6771,732,1.0,6.0,250.0,0.0
113,2,7523,801,6.0,36.0,1500.0,0.0
114,2,7524,801,6.0,36.0,1500.0,0.0
115,2,7027,801,1.0,6.0,250.0,0.0
116,2,7028,801,1.0,6.0,250.0,0.0
117,144,6387,801,2.0,12.0,500.0,0.0
118,144,6388,801,2.0,12.0,500.0,0.0
119,501,6811,801,2.0,12.0,500.0,0.0
120,840,6711,801,18.0,108.0,4500.0,0.0
121,944,6215,801,3.0,18.0,750.0,0.0
122,944,6216,801,3.0,18.0,750.0,0.0
123,1092,6990,801,1.0,6.0,250.0,0.0
124,1202,8157,801,1.0,6.0,250.0,0.0
125,2,7523,806,1.0,6.0,250.0,0.0
126,2,7524,806,1.0,6.0,250.0,0.0
127,55,6335,806,5.0,30.0,1250.0,0.0
128,223,6542,806,1.0,6.0,250.0,0.0
129,269,6104,806,1.0,6.0,250.0,0.0
130,331,6907,806,14.0,84.0,3500.0,0.0
131,335,6311,806,2.0,12.0,500.0,0.0
132,335,6915,806,1.0,6.0,250.0,0.0
133,1092,6106,806,2.0,12.0,500.0,0.0
134,1965,6326,806,1.0,6.0,250.0,0.0
135,2154,6101,806,5.0,30.0,1250.0,0.0
136,2154,6771,806,1.0,6.0,250.0,0.0
137,2176,6729,806,1.0,6.0,250.0,0.07955449482895784
138,2,7523,883,8.0,48.0,2000.0,0.0
139,2,7524,883,8.0,48.0,2000.0,0.0
140,5,6346,883,29.0,174.0,7250.0,0.0
141,501,6811,883,4.0,24.0,1000.0,0.0
142,666,7666,883,1.0,6.0,250.0,0.0
143,666,6738,883,2.0,12.0,500.0,0.0
144,675,6124,883,1.0,6.0,250.0,0.0
145,771,774,883,2.0,80.0,550.0698412698409,0.0
146,771,794,883,2.0,80.0,550.0698412698409,0.0
147,771,6429,883,2.0,12.0,500.0,0.0
148,944,7479,883,1.0,6.0,250.0,0.0
149,944,7480,883,1.0,6.0,250.0,0.0
150,1139,7722,883,22.0,132.0,5500.0,0.0
151,1216,7584,883,2.0,12.0,500.0,0.05
152,1705,6279,883,2.0,12.0,500.0,0.0
153,1846,6502,883,1.0,6.0,250.0,0.0
154,1935,7014,883,1.0,6.0,250.0,0.0
155,2050,6288,883,13.0,78.0,3250.0,0.0
156,2154,6101,883,1.0,6.0,250.0,0.0
157,2154,7420,883,1.0,6.0,250.0,0.0
158,2,7523,954,4.0,24.0,1000.0,0.0
159,2,7524,954,4.0,24.0,1000.0,0.0
160,2,7027,954,1.0,6.0,250.0,0.0
161,2,7028,954,1.0,6.0,250.0,0.0
162,55,6335,954,7.0,42.0,1750.0,0.0
163,59,6212,954,1.0,6.0,250.0,0.0
164,78,5950,954,7.0,42.0,1750.0,0.0
165,78,5943,954,2.0,12.0,500.0,0.0
166,331,6115,954,1.0,6.0,250.0,0.0
167,501,6811,954,2.0,12.0,500.0,0.0
168,666,7377,954,1.0,6.0,250.0,0.0
169,709,6109,954,1.0,6.0,250.0,0.0
170,738,6631,954,4.0,24.0,1000.0,0.0
171,771,6054,954,5.0,30.0,1250.0,0.0
172,771,5878,954,35.0,210.0,8750.0,0.0
173,819,5903,954,2.0,12.0,500.0,0.0
174,857,7004,954,1.0,6.0,250.0,0.0
175,897,6445,954,4.0,24.0,1000.0,0.0
176,1050,6259,954,1.0,6.0,250.0,0.0
177,1331,2315,954,2.0,32.0,220.02793650793637,0.0
178,1331,2316,954,2.0,32.0,2375.04,0.0
179,1331,2429,954,2.0,32.0,220.02793650793637,0.0
180,1331,2430,954,2.0,32.0,21.44,0.0
181,1331,2443,954,2.0,40.0,275.03492063492047,0.0
182,1331,2444,954,2.0,40.0,542.8,0.0
183,1331,6415,954,2.0,12.0,500.0,0.0
184,1331,6416,954,2.0,12.0,500.0,0.0
185,1331,2455,954,1.0,40.0,275.03492063492047,0.0
186,1331,2456,954,1.0,40.0,162.8,0.0
187,1331,6283,954,1.0,6.0,250.0,0.0
188,1331,6284,954,1.0,6.0,250.0,0.0
189,1705,6455,954,1.0,6.0,250.0,0.0
190,1846,6502,954,4.0,24.0,1000.0,0.0
191,1846,6706,954,1.0,6.0,250.0,0.0
192,1951,6246,954,1.0,6.0,250.0,0.0
193,1965,6326,954,2.0,12.0,500.0,0.0
194,2154,6101,954,1.0,6.0,250.0,0.0
195,2154,7420,954,1.0,6.0,250.0,0.0
196,2,7523,1070,3.0,18.0,750.0,0.0
197,2,7524,1070,3.0,18.0,750.0,0.0
198,2,6193,1070,4.0,24.0,1000.0,0.0
199,2,6194,1070,4.0,24.0,1000.0,0.0
200,2,7027,1070,4.0,24.0,1000.0,0.0
201,2,7028,1070,4.0,24.0,1000.0,0.0
202,5,6346,1070,1.0,6.0,250.0,0.0
203,55,6335,1070,6.0,36.0,1500.0,0.0
204,223,6449,1070,96.0,576.0,24000.0,0.0
205,427,6441,1070,1.0,6.0,250.0,0.0
206,666,6738,1070,1.0,6.0,250.0,0.0
207,771,5920,1070,2.0,12.0,500.0,0.0
208,819,6457,1070,2.0,12.0,500.0,0.0
209,944,6215,1070,1.0,6.0,250.0,0.0
210,944,6216,1070,1.0,6.0,250.0,0.0
211,1114,6300,1070,1.0,6.0,250.0,0.0
212,1331,2455,1070,1.0,40.0,275.03492063492047,0.0
213,1331,2456,1070,1.0,40.0,162.8,0.0
214,1331,6283,1070,1.0,6.0,250.0,0.0
215,1331,6284,1070,1.0,6.0,250.0,0.0
216,2120,6098,1070,5.0,30.0,1250.0,0.0
217,2,7523,1141,11.0,66.0,2750.0,0.0
218,2,7524,1141,11.0,66.0,2750.0,0.0
219,2,7027,1141,1.0,6.0,250.0,0.0
220,2,7028,1141,1.0,6.0,250.0,0.0
221,55,6335,1141,2.0,12.0,500.0,0.0
222,223,6449,1141,64.0,384.0,16000.0,0.0
223,771,6221,1141,4.0,24.0,1000.0,0.0
224,837,7018,1141,1.0,6.0,250.0,0.0
225,837,7019,1141,1.0,6.0,250.0,0.0
226,840,6711,1141,2.0,12.0,500.0,0.0
227,1050,6259,1141,2.0,12.0,500.0,0.0
228,1050,6544,1141,1.0,6.0,250.0,0.0
229,1494,6684,1141,3.0,18.0,750.0,0.0
230,1935,5936,1141,1.0,6.0,250.0,0.0
231,1935,5923,1141,1.0,6.0,250.0,0.0
232,2112,6700,1141,1.0,6.0,250.0,0.0
233,2112,7402,1141,1.0,6.0,250.0,0.0
234,2176,6289,1141,1.0,6.0,250.0,0.07955449482895784
235,2,7523,1295,3.0,18.0,750.0,0.0
236,2,7524,1295,3.0,18.0,750.0,0.0
237,5,6346,1295,8.0,48.0,2000.0,0.0
238,55,6335,1295,4.0,24.0,1000.0,0.0
239,59,6212,1295,1.0,6.0,250.0,0.0
240,501,6811,1295,1.0,6.0,250.0,0.0
241,666,6738,1295,3.0,18.0,750.0,0.0
242,666,7301,1295,1.0,6.0,250.0,0.0
243,1050,7571,1295,1.0,6.0,250.0,0.0
244,1139,7585,1295,7.0,42.0,1750.0,0.0
245,1139,6834,1295,5.0,30.0,1250.0,0.0
246,2112,7402,1295,4.0,24.0,1000.0,0.0
247,2154,7420,1295,1.0,6.0,250.0,0.0
248,2,7523,1432,7.0,42.0,1750.0,0.0
249,2,7524,1432,7.0,42.0,1750.0,0.0
250,2,7027,1432,1.0,6.0,250.0,0.0
251,2,7028,1432,1.0,6.0,250.0,0.0
252,140,6325,1432,12.0,72.0,3000.0,0.0
253,269,6104,1432,4.0,24.0,1000.0,0.0
254,427,6441,1432,2.0,12.0,500.0,0.0
255,501,6453,1432,20.0,120.0,5000.0,0.0
256,501,6811,1432,4.0,24.0,1000.0,0.0
257,666,6292,1432,5.0,30.0,1250.0,0.0
258,666,7377,1432,6.0,36.0,1500.0,0.0
259,678,6299,1432,1.0,6.0,250.0,0.0
260,738,6631,1432,2.0,12.0,500.0,0.0
261,944,6215,1432,1.0,6.0,250.0,0.0
262,944,6216,1432,1.0,6.0,250.0,0.0
263,1331,2315,1432,5.0,80.0,550.0698412698409,0.0
264,1331,2316,1432,5.0,80.0,5937.6,0.0
265,1331,2429,1432,5.0,80.0,550.0698412698409,0.0
266,1331,2430,1432,5.0,80.0,53.6,0.0
267,1331,2443,1432,5.0,100.0,687.5873015873012,0.0
268,1331,2444,1432,5.0,100.0,1357.0,0.0
269,1331,6415,1432,5.0,30.0,1250.0,0.0
270,1331,6416,1432,5.0,30.0,1250.0,0.0
271,1331,6744,1432,1.0,6.0,250.0,0.0
272,1331,6745,1432,1.0,6.0,250.0,0.0
273,1331,2455,1432,3.0,120.0,825.1047619047614,0.0
274,1331,2456,1432,3.0,120.0,488.40000000000003,0.0
275,1331,6283,1432,3.0,18.0,750.0,0.0
276,1331,6284,1432,3.0,18.0,750.0,0.0
277,1494,6684,1432,1.0,6.0,250.0,0.0
278,1555,5919,1432,20.0,120.0,5000.0,0.0
279,1605,6613,1432,19.0,114.0,4750.0,0.0
280,1949,6546,1432,29.0,174.0,7250.0,0.0
281,2154,6101,1432,6.0,36.0,1500.0,0.0
282,2,7523,1498,6.0,36.0,1500.0,0.0
283,2,7524,1498,6.0,36.0,1500.0,0.0
284,2,7027,1498,1.0,6.0,250.0,0.0
285,2,7028,1498,1.0,6.0,250.0,0.0
286,55,6335,1498,2.0,12.0,500.0,0.0
287,223,6542,1498,2.0,12.0,500.0,0.0
288,308,5941,1498,1.0,6.0,250.0,0.0
289,427,6441,1498,1.0,6.0,250.0,0.0
290,675,6691,1498,1.0,6.0,250.0,0.0
291,675,6692,1498,1.0,6.0,250.0,0.0
292,771,5878,1498,50.0,300.0,12500.0,0.0
293,1216,7584,1498,25.0,150.0,6250.0,0.625
294,1331,2455,1498,3.0,120.0,825.1047619047614,0.0
295,1331,2456,1498,3.0,120.0,488.40000000000003,0.0
296,1331,6283,1498,3.0,18.0,750.0,0.0
297,1331,6284,1498,3.0,18.0,750.0,0.0
298,1331,7723,1498,1.0,6.0,250.0,0.0
299,1331,7724,1498,1.0,6.0,250.0,0.0
300,1494,6684,1498,1.0,6.0,250.0,0.0
301,1556,6044,1498,1.0,6.0,250.0,0.0
302,1556,6000,1498,1.0,6.0,250.0,0.0
303,1846,6706,1498,1.0,6.0,250.0,0.0
304,2050,7338,1498,2.0,12.0,500.0,0.0
305,2,7523,1587,1.0,6.0,250.0,0.0
306,2,7524,1587,1.0,6.0,250.0,0.0
307,2,6193,1587,1.0,6.0,250.0,0.0
308,2,6194,1587,1.0,6.0,250.0,0.0
309,55,6335,1587,2.0,12.0,500.0,0.0
310,427,6441,1587,3.0,18.0,750.0,0.0
311,492,6624,1587,1.0,6.0,250.0,0.0
312,492,7532,1587,7.0,42.0,1750.0,0.0
313,1935,7014,1587,2.0,12.0,500.0,0.0
314,2,7523,1861,18.0,108.0,4500.0,0.0
315,2,7524,1861,18.0,108.0,4500.0,0.0
316,55,6335,1861,3.0,18.0,750.0,0.0
317,675,6691,1861,1.0,6.0,250.0,0.0
318,738,6751,1861,8.0,48.0,2000.0,0.0
319,771,6221,1861,1.0,6.0,250.0,0.0
320,931,6591,1861,1.0,6.0,250.0,0.0
321,944,6215,1861,2.0,12.0,500.0,0.0
322,944,6216,1861,2.0,12.0,500.0,0.0
323,996,6337,1861,1.0,6.0,250.0,0.0
324,1120,6273,1861,5.0,30.0,1250.0,0.0
325,1146,6338,1861,1.0,6.0,250.0,0.0
326,1494,6636,1861,1.0,6.0,250.0,0.0
327,1705,6279,1861,1.0,6.0,250.0,0.0
328,2050,6288,1861,1.0,6.0,250.0,0.0
329,2050,7338,1861,1.0,6.0,250.0,0.0
330,2112,5979,1861,8.0,48.0,2000.0,0.0
331,2154,6697,1861,1.0,6.0,250.0,0.0
332,2176,6289,1861,1.0,6.0,250.0,0.07955449482895784
333,2,7523,1871,5.0,30.0,1250.0,0.0
334,2,7524,1871,5.0,30.0,1250.0,0.0
335,2,7027,1871,1.0,6.0,250.0,0.0
336,2,7028,1871,1.0,6.0,250.0,0.0
337,5,6346,1871,1.0,6.0,250.0,0.0
338,55,6335,1871,4.0,24.0,1000.0,0.0
339,501,6811,1871,1.0,6.0,250.0,0.0
340,555,6503,1871,1.0,6.0,250.0,0.0
341,709,6109,1871,1.0,6.0,250.0,0.0
342,897,6445,1871,1.0,6.0,250.0,0.0
343,1331,2315,1871,2.0,32.0,220.02793650793637,0.0
344,1331,2316,1871,2.0,32.0,2375.04,0.0
345,1331,2429,1871,2.0,32.0,220.02793650793637,0.0
346,1331,2430,1871,2.0,32.0,21.44,0.0
347,1331,2443,1871,2.0,40.0,275.03492063492047,0.0
348,1331,2444,1871,2.0,40.0,542.8,0.0
349,1331,6415,1871,2.0,12.0,500.0,0.0
350,1331,6416,1871,2.0,12.0,500.0,0.0
351,1331,2455,1871,4.0,160.0,1100.1396825396819,0.0
352,1331,2456,1871,4.0,160.0,651.2,0.0
353,1331,6283,1871,4.0,24.0,1000.0,0.0
354,1331,6284,1871,4.0,24.0,1000.0,0.0
355,1935,2004,1871,2.0,80.0,550.0698412698409,0.0
356,1935,6295,1871,2.0,12.0,500.0,0.0
357,2,7523,2123,4.0,24.0,1000.0,0.0
358,2,7524,2123,4.0,24.0,1000.0,0.0
359,5,6346,2123,2.0,12.0,500.0,0.0
360,55,6335,2123,1.0,6.0,250.0,0.0
361,269,6104,2123,3.0,18.0,750.0,0.0
362,501,6811,2123,2.0,12.0,500.0,0.0
363,738,6631,2123,8.0,48.0,2000.0,0.0
364,771,6221,2123,1.0,6.0,250.0,0.0
365,1331,2455,2123,1.0,40.0,275.03492063492047,0.0
366,1331,2456,2123,1.0,40.0,162.8,0.0
367,1331,6283,2123,1.0,6.0,250.0,0.0
368,1331,6284,2123,1.0,6.0,250.0,0.0
369,1726,6052,2123,6.0,36.0,1500.0,0.0
370,1965,6326,2123,31.0,186.0,7750.0,0.0
371,2154,6101,2123,2.0,12.0,500.0,0.0
372,2154,7421,2123,3.0,18.0,750.0,0.0
373,2,6193,256,1.0,6.0,250.0,0.0
374,2,6194,256,1.0,6.0,250.0,0.0
375,55,6335,256,26.0,156.0,6500.0,0.0
376,897,6445,256,20.0,120.0,5000.0,0.0
377,944,6215,256,2.0,12.0,500.0,0.0
378,944,6216,256,2.0,12.0,500.0,0.0
379,1935,5936,256,1.0,6.0,250.0,0.0
380,1935,5923,256,1.0,6.0,250.0,0.0
381,1935,2004,256,1.0,40.0,275.03492063492047,0.0
382,1935,6295,256,1.0,6.0,250.0,0.0
383,2,6193,392,1.0,6.0,250.0,0.0
384,2,6194,392,1.0,6.0,250.0,0.0
385,59,6212,392,1.0,6.0,250.0,0.0
386,223,6126,392,1.0,6.0,250.0,0.0
387,269,6104,392,1.0,6.0,250.0,0.0
388,501,6027,392,5.0,30.0,1250.0,0.0
389,501,6811,392,2.0,12.0,500.0,0.0
390,738,7411,392,1.0,6.0,250.0,0.0
391,1062,6260,392,2.0,12.0,500.0,0.0
392,1062,6261,392,2.0,12.0,500.0,0.0
393,1494,6025,392,1.0,6.0,250.0,0.0
394,1556,6044,392,1.0,6.0,250.0,0.0
395,1556,6000,392,1.0,6.0,250.0,0.0
396,1556,5998,392,6.0,36.0,1500.0,0.0
397,1705,6279,392,1.0,6.0,250.0,0.0
398,1965,6326,392,5.0,30.0,1250.0,0.0
399,2050,7338,392,1.0,6.0,250.0,0.0
400,2176,6289,392,1.0,6.0,250.0,0.07955449482895784
401,2,6193,462,1.0,6.0,250.0,0.0
402,2,6194,462,1.0,6.0,250.0,0.0
403,5,6346,462,1.0,6.0,250.0,0.0
404,55,6335,462,10.0,60.0,2500.0,0.0
405,308,6963,462,1.0,6.0,250.0,0.0
406,308,5947,462,4.0,24.0,1000.0,0.0
407,331,6907,462,6.0,36.0,1500.0,0.0
408,666,6292,462,1.0,6.0,250.0,0.0
409,666,6738,462,1.0,6.0,250.0,0.0
410,889,6271,462,3.0,18.0,750.0,0.0
411,931,6591,462,23.0,138.0,5750.0,0.0
412,944,6215,462,2.0,12.0,500.0,0.0
413,944,6216,462,2.0,12.0,500.0,0.0
414,954,6316,462,1.0,6.0,250.0,0.0
415,1331,2455,462,1.0,40.0,275.03492063492047,0.0
416,1331,2456,462,1.0,40.0,162.8,0.0
417,1331,6283,462,1.0,6.0,250.0,0.0
418,1331,6284,462,1.0,6.0,250.0,0.0
419,1331,6628,462,1.0,6.0,250.0,0.0
420,1331,6629,462,1.0,6.0,250.0,0.0
421,1366,5918,462,1.0,6.0,250.0,0.0
422,1556,5998,462,15.0,90.0,3750.0,0.0
423,1566,5993,462,6.0,36.0,1500.0,0.0
424,1605,6272,462,7.0,42.0,1750.0,0.0
425,1821,6512,462,2.0,12.0,500.0,0.0
426,1821,6127,462,2.0,12.0,500.0,0.0
427,1965,6326,462,5.0,30.0,1250.0,0.0
428,2050,6288,462,1.0,6.0,250.0,0.0
429,2154,6101,462,1.0,6.0,250.0,0.0
430,2202,5909,462,2.0,12.0,500.0,0.0
431,2,6193,521,1.0,6.0,250.0,0.0
432,2,6194,521,1.0,6.0,250.0,0.0
433,59,6212,521,4.0,24.0,1000.0,0.0
434,223,6542,521,4.0,24.0,1000.0,0.0
435,501,6811,521,1.0,6.0,250.0,0.0
436,666,5925,521,2.0,12.0,500.0,0.0
437,819,7560,521,1.0,6.0,250.0,0.0
438,944,6215,521,1.0,6.0,250.0,0.0
439,944,6216,521,1.0,6.0,250.0,0.0
440,944,6997,521,2.0,12.0,500.0,0.0
441,944,6998,521,2.0,12.0,500.0,0.0
442,1092,6106,521,1.0,6.0,250.0,0.0
443,1331,2315,521,1.0,16.0,110.01396825396819,0.0
444,1331,2316,521,1.0,16.0,1187.52,0.0
445,1331,2429,521,1.0,16.0,110.01396825396819,0.0
446,1331,2430,521,1.0,16.0,10.72,0.0
447,1331,2443,521,1.0,20.0,137.51746031746023,0.0
448,1331,2444,521,1.0,20.0,271.4,0.0
449,1331,6415,521,1.0,6.0,250.0,0.0
450,1331,6416,521,1.0,6.0,250.0,0.0
451,1965,6326,521,2.0,12.0,500.0,0.0
452,2170,6228,521,1.0,6.0,250.0,0.0
453,2,6193,526,1.0,6.0,250.0,0.0
454,2,6194,526,1.0,6.0,250.0,0.0
455,2112,6722,526,1.0,6.0,250.0,0.0
456,2112,7402,526,1.0,6.0,250.0,0.0
457,2,6193,750,1.0,6.0,250.0,0.0
458,2,6194,750,1.0,6.0,250.0,0.0
459,5,6346,750,6.0,36.0,1500.0,0.0
460,55,6335,750,1.0,6.0,250.0,0.0
461,78,6312,750,5.0,30.0,1250.0,0.0
462,140,8024,750,2.0,12.0,500.0,0.0
463,501,6811,750,16.0,96.0,4000.0,0.0
464,709,6109,750,1.0,6.0,250.0,0.0
465,830,6641,750,1.0,6.0,250.0,0.0
466,1021,6051,750,6.0,36.0,1500.0,0.0
467,1331,2315,750,8.0,128.0,880.1117460317455,0.0
468,1331,2316,750,8.0,128.0,9500.16,0.0
469,1331,2429,750,8.0,128.0,880.1117460317455,0.0
470,1331,2430,750,8.0,128.0,85.76,0.0
471,1331,2443,750,8.0,160.0,1100.1396825396819,0.0
472,1331,2444,750,8.0,160.0,2171.2,0.0
473,1331,6415,750,8.0,48.0,2000.0,0.0
474,1331,6416,750,8.0,48.0,2000.0,0.0
475,1331,7511,750,1.0,6.0,250.0,0.0
476,1331,7512,750,1.0,6.0,250.0,0.0
477,1331,2455,750,11.0,440.0,3025.384126984125,0.0
478,1331,2456,750,11.0,440.0,1790.8000000000002,0.0
479,1331,6283,750,11.0,66.0,2750.0,0.0
480,1331,6284,750,11.0,66.0,2750.0,0.0
481,1331,6628,750,1.0,6.0,250.0,0.0
482,1331,6629,750,1.0,6.0,250.0,0.0
483,1331,7723,750,1.0,6.0,250.0,0.0
484,1331,7724,750,1.0,6.0,250.0,0.0
485,1331,6674,750,1.0,6.0,250.0,0.0
486,1331,6675,750,1.0,6.0,250.0,0.0
487,1935,2004,750,1.0,40.0,275.03492063492047,0.0
488,1935,6295,750,1.0,6.0,250.0,0.0
489,1965,6326,750,1.0,6.0,250.0,0.0
490,2050,6288,750,4.0,24.0,1000.0,0.0
491,2154,7421,750,1.0,6.0,250.0,0.0
492,2154,7420,750,1.0,6.0,250.0,0.0
493,2,6193,1345,3.0,18.0,750.0,0.0
494,2,6194,1345,3.0,18.0,750.0,0.0
495,2,7027,1345,15.0,90.0,3750.0,0.0
496,2,7028,1345,15.0,90.0,3750.0,0.0
497,59,6212,1345,1.0,6.0,250.0,0.0
498,427,6441,1345,1.0,6.0,250.0,0.0
499,501,6143,1345,1.0,6.0,250.0,0.0
500,501,6811,1345,1.0,6.0,250.0,0.0
501,1509,1219,1345,2.0,64.0,542.72,0.0
502,1509,1220,1345,2.0,64.0,1371.52,0.0
503,1509,6887,1345,2.0,12.0,500.0,0.0
504,1509,6888,1345,2.0,12.0,500.0,0.0
505,1605,6272,1345,1.0,6.0,250.0,0.0
506,2050,7337,1345,1.0,6.0,250.0,0.0
507,2,6193,1931,1.0,6.0,250.0,0.0
508,2,6194,1931,1.0,6.0,250.0,0.0
509,2,7027,1931,1.0,6.0,250.0,0.0
510,2,7028,1931,1.0,6.0,250.0,0.0
511,5,6346,1931,1.0,6.0,250.0,0.0
512,55,6335,1931,5.0,30.0,1250.0,0.0
513,738,7411,1931,10.0,60.0,2500.0,0.0
514,771,5878,1931,4.0,24.0,1000.0,0.0
515,944,6215,1931,1.0,6.0,250.0,0.0
516,944,6216,1931,1.0,6.0,250.0,0.0
517,1050,6035,1931,6.0,36.0,1500.0,0.0
518,1556,6044,1931,1.0,6.0,250.0,0.0
519,1556,6000,1931,1.0,6.0,250.0,0.0
520,1705,6279,1931,1.0,6.0,250.0,0.0
521,2050,7338,1931,1.0,6.0,250.0,0.0
