id_fact_ci_cp,id_razon_social,id_curso_perfil,id_fecha,num_cap,total_horas,total_ganancias
188,705,9152,6,4.0,64.0,673.92
189,705,9153,6,34.0,1360.0,6120.0
190,716,10006,6,10.0,400.0,400.0
191,716,10005,6,572.0,13728.0,4530.24
192,746,9597,6,7.0,280.0,1212.3999999999999
193,746,9024,6,37.0,1184.0,5126.72
194,746,9598,6,52.0,1248.0,5403.84
195,748,10201,6,89.0,3560.0,13350.0
196,752,8998,6,18.0,576.0,1082.8799999999999
197,752,10538,6,8.0,320.0,560.0
198,752,8999,6,519.0,20760.0,166080.0
199,752,10537,6,11.0,440.0,3520.0
200,753,9226,6,18.0,288.0,2013.1200000000001
201,759,9701,6,62.0,1984.0,3729.9199999999996
202,759,9700,6,23.0,552.0,2025.84
203,769,9940,6,5.0,120.0,657.6
204,775,11069,6,7.0,224.0,969.9200000000001
205,776,9418,6,7.0,224.0,2524.48
206,779,10040,6,92.0,3680.0,11040.0
207,794,9026,6,130.0,5200.0,35754.53968253966
208,804,9758,6,102.0,4080.0,6976.8
209,881,9540,6,14.0,336.0,1246.56
210,883,10848,6,8.0,320.0,1347.2
211,883,9432,6,60.0,960.0,6710.400000000001
212,884,9810,6,2.0,80.0,89.60000000000001
213,885,8255,6,14.0,336.0,2310.293333333332
214,885,8256,6,1.0,16.0,110.01396825396819
215,891,10034,6,1.0,16.0,26.72
216,902,11071,6,402.0,6432.0,2122.56
217,902,10222,6,348.0,13920.0,13920.0
218,902,10159,6,177.0,4248.0,1401.84
219,902,10160,6,50.0,800.0,264.0
220,906,9877,6,17.0,408.0,2864.16
221,910,8925,6,4.0,160.0,673.6
222,925,10390,6,38.0,608.0,200.64000000000001
223,929,8221,6,3.0,96.0,628.8
224,930,9154,6,8.0,320.0,601.5999999999999
225,930,9155,6,4.0,96.0,673.92
226,937,9924,6,412.0,6592.0,45325.75492063489
227,942,10311,6,205.0,8200.0,112750.0
228,942,10312,6,205.0,8200.0,112750.0
229,942,10309,6,1.0,40.0,360.4
230,942,10310,6,1.0,40.0,360.4
231,945,10535,6,11.0,440.0,3025.384126984125
232,945,8967,6,481.0,19240.0,132291.79682539674
233,945,8966,6,40.0,640.0,4400.5587301587275
234,946,10758,6,2.0,80.0,223.2
235,946,9143,6,5.0,80.0,842.4
236,946,9142,6,1.0,40.0,75.19999999999999
237,952,8867,6,2.0,16.0,336.96
238,961,9601,6,1.0,40.0,44.800000000000004
239,961,9600,6,17.0,680.0,1020.0
240,961,9599,6,3.0,120.0,180.0
241,965,8947,6,66.0,2640.0,4620.0
242,965,10240,6,282.0,11280.0,77559.84761904758
243,965,10241,6,7.0,280.0,1925.2444444444432
244,970,10215,6,84.0,3360.0,5040.0
245,971,9450,6,7.0,112.0,1179.36
246,971,10863,6,24.0,960.0,4041.6000000000004
247,971,9449,6,27.0,432.0,4548.96
248,971,10862,6,16.0,640.0,2880.0
249,971,9451,6,79.0,1264.0,13309.92
250,972,8815,6,98.0,3920.0,16503.2
251,974,9367,6,12.0,288.0,2021.7599999999998
252,974,9368,6,12.0,480.0,1339.1999999999998
253,974,9366,6,12.0,480.0,1339.1999999999998
254,977,9328,6,27.0,216.0,540.0
255,979,9842,6,19.0,304.0,2090.2653968253953
256,980,10017,6,19.0,608.0,3204.16
257,980,10016,6,68.0,1088.0,11456.64
258,982,10186,6,305.0,4880.0,33554.2603174603
259,982,10187,6,96.0,3840.0,26403.352380952365
260,985,9043,6,1.0,16.0,110.01396825396819
261,986,9772,6,1.0,40.0,70.0
262,986,9771,6,1.0,40.0,70.0
263,1001,9555,6,161.0,5152.0,1700.16
264,1001,9556,6,100.0,1600.0,28992.0
265,1001,9554,6,2.0,32.0,579.84
266,1006,8894,6,1.0,32.0,32.0
267,1009,9020,6,4.0,160.0,673.6
268,1011,9218,6,1.0,40.0,20.8
269,1024,9845,6,5.0,160.0,843.1999999999999
270,1027,9293,6,23.0,920.0,1692.8000000000002
271,1037,8941,6,11.0,440.0,1980.0
272,1043,9881,6,61.0,488.0,10277.279999999999
273,1238,9304,6,1.0,24.0,7.199999999999999
274,1238,9305,6,53.0,2120.0,3180.0
275,1239,9238,6,8.0,320.0,560.0
276,1240,10291,6,16.0,640.0,1120.0
277,1246,10218,6,99.0,1584.0,38808.0
278,1247,9314,6,106.0,4240.0,7420.0
279,1250,9389,6,7.0,112.0,909.4399999999999
280,1250,9388,6,40.0,1600.0,2400.0
281,1253,8948,6,1.0,40.0,320.0
282,1257,9655,6,15.0,240.0,1677.6000000000001
283,1257,9654,6,180.0,2880.0,20131.2
284,1257,9653,6,270.0,2160.0,30175.2
285,1263,8250,6,23.0,368.0,2572.32
286,1263,8249,6,1.0,40.0,111.6
287,1266,9775,6,29.0,1160.0,4883.6
288,1266,9774,6,33.0,1320.0,1478.4
289,1266,9776,6,24.0,960.0,4041.6000000000004
290,1267,9279,6,2.0,32.0,85.44
291,1268,9011,6,69.0,1656.0,24873.120000000003
292,1269,9361,6,79.0,1264.0,13309.92
293,1270,9117,6,34.0,544.0,3740.4749206349184
294,1272,10109,6,1.0,40.0,70.0
295,1275,9913,6,3.0,120.0,314.40000000000003
296,1275,9912,6,8.0,320.0,480.0
297,1281,8924,6,4.0,160.0,240.0
298,1282,9310,6,1.0,16.0,140.0
299,1294,9046,6,13.0,520.0,582.4000000000001
300,1298,9283,6,124.0,4960.0,22320.0
301,1301,9410,6,1019.0,32608.0,224343.04
302,1313,8265,6,1.0,32.0,168.64
303,1315,9375,6,24.0,960.0,4041.6000000000004
304,1316,9164,6,3.0,96.0,335.04
305,1333,9137,6,2.0,32.0,99.84
306,1337,9952,6,77.0,3080.0,13336.4
307,1337,9951,6,23.0,368.0,6668.160000000001
308,1339,8920,6,11.0,440.0,3964.3999999999996
309,1339,8919,6,26.0,416.0,9372.48
310,1343,9732,6,13.0,520.0,1450.8
311,1345,9471,6,4.0,96.0,356.15999999999997
312,1345,9472,6,4.0,160.0,446.4
313,1348,9114,6,7.0,56.0,420.0
314,1348,9115,6,2.0,32.0,280.0
315,1349,10202,6,6.0,144.0,2700.0
316,1349,10203,6,7.0,224.0,1540.1955555555546
317,1350,10373,6,5.0,200.0,350.0
318,1353,10213,6,70.0,2800.0,8176.0
319,1353,10212,6,91.0,3640.0,10628.8
320,1358,9040,6,331.0,13240.0,36939.6
321,1358,9041,6,471.0,7536.0,52676.64
322,1358,9963,6,63.0,1512.0,5609.5199999999995
323,1358,9961,6,18.0,720.0,2008.8
324,1359,9612,6,45.0,1800.0,2700.0
325,1362,9118,6,37.0,592.0,9620.0
326,1362,9948,6,12.0,192.0,1559.04
327,1364,10316,6,41.0,656.0,4510.572698412696
328,1367,8979,6,10.0,400.0,1684.0
329,1370,9249,6,1.0,40.0,173.2
330,1371,10278,6,31.0,1240.0,1240.0
331,1371,10277,6,12.0,192.0,63.36
332,1379,9452,6,11.0,440.0,1980.0
333,1379,9453,6,18.0,720.0,6487.2
334,1379,9454,6,13.0,520.0,910.0
335,1380,8840,6,260.0,10400.0,46800.0
336,1385,9934,6,4.0,160.0,1100.1396825396819
337,1386,9352,6,25.0,1000.0,1120.0
338,1386,9353,6,13.0,520.0,582.4000000000001
339,1390,9185,6,5.0,160.0,1100.1396825396819
340,1390,9184,6,54.0,864.0,2695.6800000000003
341,1393,9742,6,13.0,520.0,780.0
342,1393,8691,6,2.0,64.0,120.32
343,1395,8875,6,74.0,592.0,4440.0
344,1395,8876,6,139.0,2224.0,40298.880000000005
345,1395,9985,6,44.0,1760.0,1971.2000000000003
346,1397,9694,6,12.0,384.0,1340.16
347,1398,10247,6,6.0,96.0,533.76
348,1401,10283,6,5.0,200.0,350.0
349,1401,10284,6,10.0,400.0,700.0
350,1402,8962,6,1.0,16.0,129.92
351,1406,9893,6,54.0,2160.0,14851.885714285705
352,1406,9897,6,48.0,384.0,2640.3352380952365
353,1406,9890,6,64.0,512.0,3520.446984126982
354,1406,9896,6,8.0,320.0,1440.0
355,1406,9895,6,9.0,288.0,1980.2514285714274
356,1406,9894,6,18.0,288.0,1980.2514285714274
357,1406,9892,6,11.0,176.0,1210.15365079365
358,1408,8287,6,2.0,16.0,120.0
359,1408,8288,6,4.0,64.0,1159.68
360,1413,9397,6,5.0,160.0,692.8
361,1413,9398,6,4.0,128.0,554.24
362,1413,9399,6,8.0,192.0,831.36
363,1416,8918,6,43.0,1720.0,15497.199999999999
364,1416,8917,6,11.0,440.0,3025.384126984125
365,1420,8913,6,2.0,32.0,220.02793650793637
366,1430,9589,6,47.0,752.0,5170.656507936505
367,1430,9591,6,47.0,1128.0,1928.8799999999999
368,1438,8238,6,84.0,672.0,4620.586666666664
369,1438,8237,6,26.0,416.0,2860.363174603173
370,1439,9830,6,241.0,1928.0,14460.0
371,1439,8902,6,29.0,1160.0,1160.0
372,1441,10663,6,7.0,112.0,770.0977777777773
373,1441,8289,6,17.0,680.0,1278.3999999999999
374,1441,8290,6,12.0,96.0,240.0
375,1453,8243,6,26.0,208.0,4380.48
376,1455,10180,6,6.0,240.0,1650.2095238095228
377,1455,9133,6,9.0,144.0,540.0
378,1457,10046,6,1.0,40.0,275.03492063492047
379,1457,10044,6,56.0,2240.0,15401.955555555545
380,1457,10045,6,1.0,40.0,550.0
381,1464,10393,6,22.0,880.0,3960.0
382,1465,9851,6,21.0,840.0,1470.0
383,1468,10854,6,6.0,144.0,473.76000000000005
384,1468,8844,6,30.0,960.0,6600.838095238091
385,1469,9567,6,16.0,640.0,4400.5587301587275
386,1470,9753,6,2.0,32.0,336.96
387,1472,8222,6,9.0,72.0,540.0
388,1474,9497,6,84.0,672.0,1680.0
389,1474,9498,6,10.0,400.0,448.00000000000006
390,1475,9217,6,25.0,200.0,1376.0
391,1475,9216,6,56.0,1344.0,8964.48
392,1476,8958,6,13.0,312.0,1026.48
393,1479,9082,6,26.0,624.0,4380.48
394,1481,9135,6,20.0,320.0,998.4000000000001
395,1481,9134,6,38.0,1520.0,10451.326984126978
396,1481,9535,6,32.0,1280.0,8801.117460317455
397,1482,9196,6,1.0,40.0,275.03492063492047
398,1496,9173,6,1.0,16.0,360.48
399,1502,9127,6,362.0,14480.0,199100.0
400,1502,9999,6,1.0,16.0,289.92
401,1502,9998,6,10.0,80.0,200.0
402,1505,9287,6,17.0,544.0,1898.5600000000002
403,1506,10223,6,5.0,200.0,1048.0
404,1514,9132,6,28.0,1120.0,1960.0
405,1515,9349,6,1.0,8.0,60.0
406,1515,10794,6,20.0,320.0,5798.400000000001
407,1515,10795,6,9.0,360.0,4950.0
408,1521,10052,6,5.0,120.0,445.19999999999993
409,1523,9512,6,16.0,256.0,1410.56
410,1525,10024,6,26.0,1040.0,2901.6
411,1525,10026,6,13.0,208.0,1453.92
412,1526,10036,6,15.0,600.0,1050.0
413,1527,9068,6,79.0,1264.0,417.12
414,1527,10110,6,6.0,144.0,47.519999999999996
415,1527,10111,6,3.0,72.0,23.759999999999998
416,1527,10644,6,6.0,96.0,840.0
417,1527,10643,6,1.0,24.0,340.08
418,1532,9274,6,21.0,840.0,3536.4
419,1539,10351,6,8.0,256.0,2560.0
420,1541,8828,6,94.0,1504.0,10341.31301587301
421,1544,9683,6,4.0,32.0,673.92
422,1545,10287,6,2.0,48.0,560.16
423,1545,8890,6,7.0,280.0,313.6
424,1545,10286,6,216.0,8640.0,9676.800000000001
425,1545,8889,6,9.0,360.0,360.0
426,1549,9766,6,54.0,2160.0,9352.8
427,1549,9765,6,65.0,2600.0,11258.0
428,1549,9767,6,55.0,2200.0,17600.0
429,1550,10224,6,6.0,192.0,831.36
430,1550,10226,6,7.0,224.0,1541.12
431,1550,10225,6,3.0,120.0,960.0
432,1551,9025,6,2.0,80.0,640.0
433,1552,9111,6,47.0,1880.0,2105.6000000000004
434,1558,8982,6,4.0,160.0,446.4
435,1568,8898,6,5.0,40.0,558.8000000000001
436,1568,8899,6,5.0,40.0,558.8000000000001
437,1571,9047,6,55.0,2200.0,3300.0
438,1572,9726,6,2.0,80.0,640.0
439,1576,9370,6,74.0,2960.0,20352.584126984115
440,1577,10714,6,22.0,176.0,3706.56
441,1588,8285,6,4.0,160.0,240.0
442,1593,9715,6,28.0,1120.0,1254.4
443,1597,9609,6,18.0,288.0,3032.64
444,1597,9610,6,49.0,784.0,8255.519999999999
445,1597,9605,6,38.0,1520.0,6840.0
446,1597,9607,6,10.0,160.0,1684.8
447,1603,9087,6,2.0,32.0,720.96
448,1609,9817,6,280.0,11200.0,154000.0
449,1609,10766,6,63.0,2520.0,8820.0
450,1609,10765,6,309.0,12360.0,13843.2
451,1609,9816,6,21.0,840.0,11550.0
452,1612,8766,6,41.0,1640.0,2460.0
453,1617,9220,6,207.0,8280.0,14490.0
454,1617,9219,6,1.0,40.0,70.0
455,1619,9426,6,47.0,1880.0,3290.0
456,1619,9427,6,19.0,760.0,5225.663492063489
457,1620,9211,6,8.0,320.0,4400.0
458,1622,10317,6,1.0,40.0,550.0
459,1632,10165,6,16.0,640.0,2694.4
460,1636,10445,6,19.0,608.0,1143.04
461,1638,10374,6,9.0,72.0,1516.32
462,1639,10094,6,14.0,560.0,627.2
463,1640,10020,6,43.0,1720.0,2580.0
464,1640,9224,6,198.0,7920.0,13860.0
465,1640,10021,6,48.0,1152.0,4032.0
466,1645,9265,6,43.0,1720.0,7740.0
467,1645,10656,6,20.0,800.0,3368.0
468,1650,10128,6,23.0,736.0,3878.72
469,1650,10130,6,1.0,32.0,168.64
470,1650,10127,6,90.0,3600.0,15156.0
471,1650,10125,6,29.0,1160.0,4883.6
472,1650,10126,6,34.0,1360.0,5725.6
473,1653,10296,6,65.0,2600.0,11700.0
474,1655,9577,6,11.0,88.0,1229.3600000000001
475,1664,9863,6,1.0,40.0,75.19999999999999
476,1664,9862,6,2.0,16.0,40.0
477,1668,9805,6,88.0,3520.0,10278.4
478,1672,10197,6,1.0,40.0,200.0
479,1672,10196,6,5.0,200.0,350.0
480,1677,9931,6,41.0,328.0,2460.0
481,1677,11009,6,3.0,120.0,180.0
482,1677,9932,6,16.0,256.0,4638.72
483,1677,9933,6,33.0,1320.0,1478.4
484,1680,9792,6,1.0,40.0,275.03492063492047
485,1685,8294,6,3.0,96.0,505.91999999999996
486,1685,8293,6,3.0,72.0,267.12
487,1688,9618,6,2.0,80.0,89.60000000000001
488,1688,9617,6,14.0,448.0,1308.1599999999999
489,1689,8214,6,1.0,24.0,41.04
490,1689,8213,6,70.0,2800.0,3136.0000000000005
491,1689,8215,6,1.0,32.0,54.72
492,1690,10394,6,60.0,2400.0,10104.0
493,1690,10396,6,58.0,2320.0,9767.2
494,1690,10395,6,8.0,320.0,358.40000000000003
495,1691,9085,6,10.0,160.0,440.0
496,1698,9445,6,49.0,1960.0,3430.0
497,1699,10175,6,14.0,448.0,2360.96
498,1700,9552,6,19.0,760.0,5225.663492063489
499,1702,9354,6,8.0,64.0,440.05587301587275
500,1702,10304,6,36.0,864.0,3205.4399999999996
501,1702,10305,6,24.0,384.0,2640.3352380952365
502,1706,9923,6,9.0,360.0,2880.0
503,1706,9922,6,23.0,920.0,7360.0
504,1709,8994,6,3.0,120.0,505.20000000000005
505,1709,8991,6,4.0,160.0,179.20000000000002
506,1709,8995,6,58.0,2320.0,2598.4
507,1710,10512,6,2.0,48.0,320.15999999999997
508,1721,8869,6,31.0,1240.0,11172.4
509,1729,2765,6,16.0,384.0,1263.3600000000001
510,1729,2781,6,16.0,640.0,4339.2
511,1729,10439,6,16.0,384.0,5767.68
512,1729,10441,6,62.0,2480.0,34100.0
513,1729,10440,6,9.0,216.0,801.3599999999999
514,1731,10083,6,8.0,320.0,480.0
515,1743,8957,6,1.0,8.0,168.48
516,1743,9768,6,4.0,96.0,673.92
517,1743,8956,6,198.0,7920.0,33343.200000000004
518,1743,9769,6,28.0,448.0,4717.44
519,1748,9825,6,4.0,64.0,440.05587301587275
520,1748,10705,6,63.0,2520.0,4737.599999999999
521,1750,10061,6,46.0,1104.0,3632.1600000000003
522,1750,9022,6,62.0,1984.0,13641.732063492054
523,1750,9023,6,12.0,480.0,3300.4190476190456
524,1750,10060,6,2.0,80.0,209.60000000000002
525,1750,10062,6,38.0,1520.0,10451.326984126978
526,1753,9508,6,9.0,360.0,403.20000000000005
527,1755,10447,6,26.0,832.0,5724.16
528,1755,10448,6,27.0,1080.0,1620.0
529,1755,11073,6,3.0,120.0,180.0
530,1758,10184,6,28.0,448.0,3080.3911111111092
531,1760,9045,6,373.0,8952.0,104469.84
532,1762,9158,6,4.0,160.0,280.0
533,1763,9303,6,35.0,1400.0,7336.000000000001
534,1767,8226,6,99.0,3960.0,27228.457142857125
535,1769,9832,6,5.0,200.0,350.0
536,1772,9970,6,7.0,280.0,1467.2000000000003
537,1772,8865,6,151.0,3624.0,16887.84
538,1772,9972,6,13.0,312.0,2190.24
539,1778,10246,6,15.0,360.0,2401.2
540,1779,10138,6,63.0,2520.0,7030.799999999999
541,1779,10139,6,11.0,176.0,969.76
542,1790,9738,6,11.0,440.0,1852.4
543,1793,10370,6,18.0,720.0,1080.0
544,1793,10371,6,16.0,384.0,529.92
545,1794,9320,6,8.0,320.0,1440.0
546,1798,9593,6,4.0,96.0,1360.32
547,1798,10681,6,1.0,40.0,44.800000000000004
548,1800,9396,6,22.0,880.0,6050.76825396825
549,1801,9666,6,21.0,504.0,3465.439999999998
550,1806,9620,6,14.0,336.0,5046.72
551,1806,9619,6,7.0,168.0,2523.36
552,1810,9499,6,14.0,448.0,842.24
553,1813,9327,6,13.0,208.0,1156.48
554,1815,10086,6,18.0,720.0,4950.628571428569
555,1815,10087,6,3.0,24.0,165.02095238095228
556,1822,8934,6,80.0,2560.0,17602.23492063491
557,1822,8932,6,153.0,1224.0,8416.068571428566
558,1822,8933,6,66.0,1056.0,17160.0
559,1828,10356,6,1.0,40.0,275.03492063492047
560,1830,8974,6,17.0,680.0,1190.0
561,1836,9373,6,42.0,1680.0,8803.2
562,1838,9326,6,12.0,480.0,249.60000000000002
563,1838,10383,6,4.0,160.0,92.8
564,1841,9885,6,34.0,544.0,3740.4749206349184
565,1841,9886,6,2.0,16.0,110.01396825396819
566,1854,8271,6,259.0,10360.0,46620.0
567,1854,8274,6,173.0,2768.0,29147.039999999997
568,1854,8275,6,52.0,832.0,8760.96
569,1854,8273,6,189.0,7560.0,31827.600000000002
570,1854,8276,6,1.0,16.0,49.92
571,1855,8267,6,92.0,3680.0,15492.800000000001
572,1855,9801,6,33.0,1056.0,5565.12
573,1857,8950,6,1.0,32.0,60.16
574,1861,10102,6,3.0,120.0,1087.2
575,1863,10260,6,5.0,80.0,550.0698412698409
576,1873,9252,6,94.0,2256.0,15047.519999999999
577,1882,9002,6,70.0,2240.0,739.2
578,1882,9003,6,80.0,1920.0,633.6
579,1882,10264,6,13.0,520.0,520.0
580,1883,9989,6,15.0,600.0,2700.0
581,1886,8283,6,124.0,1984.0,13868.16
